Valve Characterization 11/03/19 12:20 PM
STEPPER MOTOR POSITION(STEPS FROM CLOSED) , PRESSURE TRANSDUCER READING (RAW)
12:13:13.202 -> 0,266
12:13:13.202 -> 0,265
12:13:13.270 -> 0,265
12:13:13.270 -> 0,263
12:13:13.270 -> 0,263
12:13:13.270 -> 0,263
12:13:13.270 -> 0,265
12:13:13.378 -> 0,263
12:13:13.378 -> 0,262
12:13:13.378 -> 0,264
12:13:13.378 -> 0,265
12:13:13.453 -> 0,264
12:13:13.453 -> 0,263
12:13:13.453 -> 0,263
12:13:13.453 -> 0,263
12:13:13.453 -> 0,265
12:13:13.557 -> 0,264
12:13:13.557 -> 0,265
12:13:13.557 -> 0,263
12:13:13.557 -> 0,264
12:13:13.557 -> 0,265
12:13:13.660 -> 0,265
12:13:13.660 -> 0,264
12:13:13.660 -> 0,264
12:13:13.660 -> 0,264
12:13:13.735 -> 0,264
12:13:13.735 -> 0,264
12:13:13.735 -> 0,264
12:13:13.735 -> 0,265
12:13:13.735 -> 0,264
12:13:13.838 -> 0,264
12:13:13.838 -> 0,263
12:13:13.838 -> 0,265
12:13:13.838 -> 0,264
12:13:13.911 -> 0,264
12:13:13.911 -> 0,264
12:13:13.911 -> 0,266
12:13:13.911 -> 0,265
12:13:13.911 -> 0,264
12:13:14.016 -> 0,265
12:13:14.016 -> 0,264
12:13:14.016 -> 0,264
12:13:14.016 -> 0,264
12:13:14.092 -> 0,264
12:13:14.092 -> 0,265
12:13:14.092 -> 0,265
12:13:14.092 -> 0,265
12:13:14.092 -> 0,263
12:13:14.201 -> 0,263
12:13:14.201 -> 0,265
12:13:14.201 -> 0,264
12:13:14.201 -> 0,265
12:13:14.201 -> 0,264
12:13:14.277 -> 0,263
12:13:14.277 -> 0,266
12:13:14.277 -> 0,264
12:13:14.277 -> 0,264
12:13:14.377 -> 0,264
12:13:14.377 -> 0,264
12:13:14.377 -> 0,265
12:13:14.377 -> 0,264
12:13:14.377 -> 0,266
12:13:14.479 -> 0,264
12:13:14.479 -> 0,263
12:13:14.479 -> 0,264
12:13:14.479 -> 0,265
12:13:14.548 -> 0,265
12:13:14.548 -> 0,265
12:13:14.548 -> 0,264
12:13:14.548 -> 0,264
12:13:14.548 -> 0,264
12:13:14.655 -> 0,265
12:13:14.655 -> 0,265
12:13:14.655 -> 0,264
12:13:14.655 -> 0,265
12:13:14.761 -> 0,265
12:13:14.761 -> 0,265
12:13:14.761 -> 0,263
12:13:14.761 -> 0,264
12:13:14.761 -> 0,264
12:13:14.835 -> 0,265
12:13:14.835 -> 0,265
12:13:14.835 -> 0,264
12:13:14.835 -> 0,264
12:13:14.835 -> 0,264
12:13:14.940 -> 0,264
12:13:14.940 -> 0,264
12:13:14.940 -> 0,263
12:13:14.940 -> 0,264
12:13:15.008 -> 0,266
12:13:15.008 -> 0,265
12:13:15.008 -> 0,266
12:13:15.008 -> 0,264
12:13:15.008 -> 0,264
12:13:15.109 -> 0,265
12:13:15.109 -> 0,265
12:13:15.109 -> 0,265
12:13:15.109 -> 0,264
12:13:15.220 -> 0,265
12:13:15.220 -> 0,264
12:13:15.220 -> 0,264
12:13:15.220 -> 0,264
12:13:15.220 -> 0,264
12:13:15.290 -> 0,264
12:13:15.290 -> 0,265
12:13:15.290 -> 0,265
12:13:15.290 -> 0,266
12:13:15.394 -> 0,264
12:13:15.394 -> 0,265
12:13:15.394 -> 0,265
12:13:15.394 -> 0,265
12:13:15.394 -> 0,266
12:13:15.467 -> 0,265
12:13:15.467 -> 0,265
12:13:15.467 -> 0,265
12:13:15.467 -> 0,264
12:13:15.467 -> 0,265
12:13:15.574 -> 0,265
12:13:15.574 -> 0,264
12:13:15.574 -> 0,264
12:13:15.574 -> 0,265
12:13:15.649 -> 0,264
12:13:15.649 -> 0,264
12:13:15.649 -> 0,263
12:13:15.649 -> 0,264
12:13:15.649 -> 0,265
12:13:15.752 -> 0,265
12:13:15.752 -> 0,264
12:13:15.752 -> 0,264
12:13:15.752 -> 0,264
12:13:15.861 -> 0,265
12:13:15.861 -> 0,264
12:13:15.861 -> 0,265
12:13:15.861 -> 0,264
12:13:15.861 -> 0,265
12:13:15.933 -> 0,266
12:13:15.933 -> 0,265
12:13:15.933 -> 0,264
12:13:15.933 -> 0,264
12:13:16.033 -> 0,265
12:13:16.033 -> 0,266
12:13:16.033 -> 0,264
12:13:16.033 -> 0,265
12:13:16.033 -> 0,264
12:13:16.142 -> 0,265
12:13:16.142 -> 0,265
12:13:16.142 -> 0,265
12:13:16.142 -> 0,264
12:13:16.142 -> 0,264
12:13:16.212 -> 0,265
12:13:16.212 -> 0,266
12:13:16.212 -> 0,264
12:13:16.212 -> 0,265
12:13:16.315 -> 0,263
12:13:16.315 -> 0,264
12:13:16.315 -> 0,264
12:13:16.315 -> 0,265
12:13:16.315 -> 0,265
12:13:16.386 -> 0,264
12:13:16.386 -> 0,265
12:13:16.386 -> 0,264
12:13:16.386 -> 0,265
12:13:16.497 -> 0,264
12:13:16.497 -> 0,264
12:13:16.497 -> 0,266
12:13:16.497 -> 0,266
12:13:16.497 -> 0,266
12:13:16.569 -> 0,265
12:13:16.569 -> 0,265
12:13:16.569 -> 0,265
12:13:16.569 -> 0,266
12:13:16.672 -> 0,265
12:13:16.672 -> 0,265
12:13:16.672 -> 0,264
12:13:16.672 -> 0,265
12:13:16.672 -> 0,265
12:13:16.782 -> 0,265
12:13:16.782 -> 0,264
12:13:16.782 -> 0,264
12:13:16.782 -> 0,265
12:13:16.782 -> 0,265
12:13:16.852 -> 0,265
12:13:16.852 -> 0,265
12:13:16.852 -> 0,264
12:13:16.852 -> 0,265
12:13:16.962 -> 0,266
12:13:16.962 -> 0,266
12:13:16.962 -> 0,265
12:13:16.962 -> 0,264
12:13:16.962 -> 0,266
12:13:17.029 -> 0,264
12:13:17.029 -> 0,265
12:13:17.029 -> 0,266
12:13:17.029 -> 0,265
12:13:17.130 -> 0,266
12:13:17.130 -> 0,266
12:13:17.130 -> 0,265
12:13:17.130 -> 0,265
12:13:17.130 -> 0,265
12:13:17.202 -> 0,265
12:13:17.202 -> 0,266
12:13:17.202 -> 0,265
12:13:17.202 -> 0,266
12:13:17.311 -> 0,264
12:13:17.311 -> 0,266
12:13:17.311 -> 0,265
12:13:17.311 -> 0,266
12:13:17.311 -> 0,265
12:13:17.415 -> 0,264
12:13:17.415 -> 0,266
12:13:17.415 -> 0,265
12:13:17.415 -> 0,265
12:13:17.415 -> 0,264
12:13:17.487 -> 0,264
12:13:17.487 -> 0,265
12:13:17.487 -> 0,265
12:13:17.487 -> 0,264
12:13:17.596 -> 0,265
12:13:17.596 -> 0,264
12:13:17.596 -> 0,265
12:13:17.596 -> 0,265
12:13:17.596 -> 0,265
12:13:17.664 -> 0,266
12:13:17.664 -> 0,264
12:13:17.664 -> 0,266
12:13:17.664 -> 0,266
12:13:17.776 -> 0,264
12:13:17.776 -> 0,264
12:13:17.776 -> 0,265
12:13:17.776 -> 0,266
12:13:17.776 -> 0,265
12:13:17.848 -> 0,266
12:13:17.848 -> 0,265
12:13:17.848 -> 0,265
12:13:17.848 -> 0,264
12:13:17.958 -> 0,266
12:13:17.958 -> 0,266
12:13:17.958 -> 0,265
12:13:17.958 -> 0,265
12:13:17.958 -> 0,266
12:13:18.030 -> 0,266
12:13:18.030 -> 0,265
12:13:18.030 -> 0,265
12:13:18.030 -> 0,265
12:13:18.030 -> 0,266
12:13:18.135 -> 0,266
12:13:18.135 -> 0,266
12:13:18.135 -> 0,264
12:13:18.135 -> 0,265
12:13:18.210 -> 0,265
12:13:18.210 -> 0,267
12:13:18.210 -> 0,266
12:13:18.210 -> 0,265
12:13:18.210 -> 0,266
12:13:18.318 -> 0,265
12:13:18.318 -> 0,266
12:13:18.318 -> 0,264
12:13:18.318 -> 0,264
12:13:18.390 -> 0,264
12:13:18.390 -> 0,265
12:13:18.390 -> 0,265
12:13:18.390 -> 0,267
12:13:18.390 -> 0,265
12:13:18.501 -> 0,264
12:13:18.501 -> 0,265
12:13:18.501 -> 0,265
12:13:18.501 -> 0,266
12:13:18.570 -> 0,265
12:13:18.570 -> 0,266
12:13:18.570 -> 0,264
12:13:18.570 -> 0,266
12:13:18.570 -> 0,266
12:13:18.673 -> 0,265
12:13:18.673 -> 0,264
12:13:18.673 -> 0,266
12:13:18.673 -> 0,266
12:13:18.673 -> 0,267
12:13:18.781 -> 0,265
12:13:18.781 -> 0,264
12:13:18.781 -> 0,265
12:13:18.781 -> 0,266
12:13:18.850 -> 0,266
12:13:18.850 -> 0,265
12:13:18.850 -> 0,265
12:13:18.850 -> 0,265
12:13:18.850 -> 0,265
12:13:18.955 -> 0,266
12:13:18.955 -> 0,265
12:13:18.955 -> 0,265
12:13:18.955 -> 0,265
12:13:19.061 -> 0,266
12:13:19.061 -> 0,266
12:13:19.061 -> 0,265
12:13:19.061 -> 0,264
12:13:19.061 -> 0,265
12:13:19.132 -> 0,266
12:13:19.132 -> 0,266
12:13:19.132 -> 0,265
12:13:19.132 -> 0,266
12:13:19.237 -> 0,265
12:13:19.237 -> 0,266
12:13:19.237 -> 0,265
12:13:19.237 -> 0,265
12:13:19.237 -> 0,265
12:13:19.307 -> 0,266
12:13:19.307 -> 0,266
12:13:19.307 -> 0,265
12:13:19.307 -> 0,266
12:13:19.307 -> 0,265
12:13:19.415 -> 0,264
12:13:19.415 -> 0,266
12:13:19.415 -> 0,266
12:13:19.415 -> 0,266
12:13:19.516 -> 0,266
12:13:19.516 -> 0,265
12:13:19.516 -> 0,266
12:13:19.516 -> 0,266
12:13:19.516 -> 0,266
12:13:19.584 -> 0,265
12:13:19.584 -> 0,265
12:13:19.584 -> 0,266
12:13:19.584 -> 0,265
12:13:19.686 -> 0,264
12:13:19.686 -> 0,265
12:13:19.686 -> 0,265
12:13:19.686 -> 0,266
12:13:19.686 -> 0,266
12:13:19.752 -> 0,264
12:13:19.752 -> 0,266
12:13:19.752 -> 0,265
12:13:19.752 -> 0,265
12:13:19.865 -> 0,266
12:13:19.865 -> 0,265
12:13:19.865 -> 0,265
12:13:19.865 -> 0,265
12:13:19.865 -> 0,266
12:13:19.972 -> 0,266
12:13:19.972 -> 0,264
12:13:19.972 -> 0,265
12:13:19.972 -> 0,265
12:13:19.972 -> 0,266
12:13:20.041 -> 0,266
12:13:20.041 -> 0,265
12:13:20.041 -> 0,265
12:13:20.041 -> 0,265
12:13:20.150 -> 0,266
12:13:20.150 -> 0,266
12:13:20.150 -> 0,266
12:13:20.150 -> 0,266
12:13:20.150 -> 0,266
12:13:20.217 -> 0,267
12:13:20.217 -> 0,265
12:13:20.217 -> 0,265
12:13:20.217 -> 0,264
12:13:20.325 -> 0,267
12:13:20.325 -> 0,267
12:13:20.325 -> 0,266
12:13:20.325 -> 0,266
12:13:20.325 -> 0,266
12:13:20.391 -> 0,265
12:13:20.391 -> 0,266
12:13:20.391 -> 0,266
12:13:20.391 -> 0,265
12:13:20.494 -> 0,265
12:13:20.494 -> 0,265
12:13:20.494 -> 0,267
12:13:20.494 -> 0,265
12:13:20.494 -> 0,265
12:13:20.604 -> 0,265
12:13:20.604 -> 0,266
12:13:20.604 -> 0,267
12:13:20.604 -> 0,266
12:13:20.604 -> 0,266
12:13:20.677 -> 0,265
12:13:20.677 -> 0,265
12:13:20.677 -> 0,266
12:13:20.677 -> 0,267
12:13:20.782 -> 0,265
12:13:20.782 -> 0,265
12:13:20.782 -> 0,266
12:13:20.782 -> 0,267
12:13:20.782 -> 0,266
12:13:20.854 -> 0,265
12:13:20.854 -> 0,265
12:13:20.854 -> 0,266
12:13:20.854 -> 0,266
12:13:20.958 -> 0,266
12:13:20.958 -> 0,266
12:13:20.958 -> 0,265
12:13:20.958 -> 0,265
12:13:20.958 -> 0,266
12:13:21.062 -> 0,267
12:13:21.062 -> 0,265
12:13:21.062 -> 0,265
12:13:21.062 -> 0,266
12:13:21.129 -> 0,266
12:13:21.129 -> 0,266
12:13:21.129 -> 0,266
12:13:21.129 -> 0,265
12:13:21.129 -> 0,266
12:13:21.237 -> 0,267
12:13:21.237 -> 0,266
12:13:21.237 -> 0,267
12:13:21.237 -> 0,265
12:13:21.237 -> 0,266
12:13:21.338 -> 0,265
12:13:21.338 -> 0,266
12:13:21.338 -> 0,266
12:13:21.338 -> 0,265
12:13:21.411 -> 0,266
12:13:21.411 -> 0,268
12:13:21.411 -> 0,266
12:13:21.411 -> 0,266
12:13:21.411 -> 0,265
12:13:21.513 -> 0,265
12:13:21.513 -> 0,267
12:13:21.513 -> 0,266
12:13:21.513 -> 0,266
12:13:21.585 -> 0,265
12:13:21.585 -> 0,266
12:13:21.585 -> 0,266
12:13:21.585 -> 0,265
12:13:21.585 -> 0,266
12:13:21.687 -> 0,265
12:13:21.687 -> 0,267
12:13:21.687 -> 0,266
12:13:21.687 -> 0,267
12:13:21.794 -> 0,265
12:13:21.794 -> 0,266
12:13:21.794 -> 0,266
12:13:21.794 -> 0,266
12:13:21.794 -> 0,266
12:13:21.865 -> 0,266
12:13:21.865 -> 0,265
12:13:21.865 -> 0,266
12:13:21.865 -> 0,265
12:13:21.865 -> 0,267
12:13:21.967 -> 0,266
12:13:21.967 -> 0,265
12:13:21.967 -> 0,266
12:13:21.967 -> 0,265
12:13:22.074 -> 0,266
12:13:22.074 -> 0,266
12:13:22.074 -> 0,266
12:13:22.074 -> 0,267
12:13:22.074 -> 0,266
12:13:22.148 -> 0,266
12:13:22.148 -> 0,265
12:13:22.148 -> 0,265
12:13:22.148 -> 0,266
12:13:22.251 -> 0,266
12:13:22.251 -> 0,266
12:13:22.251 -> 0,266
12:13:22.251 -> 0,265
12:13:22.251 -> 0,267
12:13:22.323 -> 0,266
12:13:22.323 -> 0,266
12:13:22.323 -> 0,266
12:13:22.323 -> 0,266
12:13:22.425 -> 0,266
12:13:22.425 -> 0,266
12:13:22.425 -> 0,267
12:13:22.425 -> 0,266
12:13:22.425 -> 0,265
12:13:22.531 -> 0,267
12:13:22.531 -> 0,266
12:13:22.531 -> 0,266
12:13:22.531 -> 0,266
12:13:22.531 -> 0,265
12:13:22.600 -> 0,267
12:13:22.600 -> 0,267
12:13:22.600 -> 0,266
12:13:22.600 -> 0,266
12:13:22.706 -> 0,266
12:13:22.706 -> 0,267
12:13:22.706 -> 0,267
12:13:22.706 -> 0,267
12:13:22.706 -> 0,265
12:13:22.776 -> 0,265
12:13:22.776 -> 0,266
12:13:22.776 -> 0,266
12:13:22.776 -> 0,267
12:13:22.883 -> 0,266
12:13:22.883 -> 0,265
12:13:22.883 -> 0,266
12:13:22.883 -> 0,266
12:13:22.883 -> 0,266
12:13:22.956 -> 0,266
12:13:22.956 -> 0,267
12:13:22.956 -> 0,267
12:13:22.956 -> 0,266
12:13:23.064 -> 0,267
12:13:23.064 -> 0,266
12:13:23.064 -> 0,266
12:13:23.064 -> 0,267
12:13:23.064 -> 0,267
12:13:23.171 -> 0,266
12:13:23.171 -> 0,266
12:13:23.171 -> 0,266
12:13:23.171 -> 0,266
12:13:23.171 -> 0,266
12:13:23.241 -> 0,266
12:13:23.241 -> 0,267
12:13:23.241 -> 0,265
12:13:23.241 -> 0,267
12:13:23.346 -> 0,266
12:13:23.346 -> 0,267
12:13:23.346 -> 0,266
12:13:23.346 -> 0,265
12:13:23.346 -> 0,266
12:13:23.417 -> 0,267
12:13:23.417 -> 0,268
12:13:23.417 -> 0,267
12:13:23.417 -> 0,266
12:13:23.525 -> 0,266
12:13:23.525 -> 0,266
12:13:23.525 -> 0,266
12:13:23.525 -> 0,268
12:13:23.525 -> 0,266
12:13:23.593 -> 0,266
12:13:23.593 -> 0,267
12:13:23.593 -> 0,266
12:13:23.593 -> 0,265
12:13:23.700 -> 0,266
12:13:23.700 -> 0,266
12:13:23.700 -> 0,267
12:13:23.700 -> 0,266
12:13:23.700 -> 0,266
12:13:23.802 -> 0,266
12:13:23.802 -> 0,264
12:13:23.802 -> 0,266
12:13:23.802 -> 0,267
12:13:23.802 -> 0,267
12:13:23.876 -> 0,266
12:13:23.876 -> 0,266
12:13:23.876 -> 0,267
12:13:23.876 -> 0,268
12:13:23.976 -> 0,265
12:13:23.976 -> 0,265
12:13:23.976 -> 0,267
12:13:23.976 -> 0,267
12:13:23.976 -> 0,267
12:13:24.078 -> 0,267
12:13:24.078 -> 0,266
12:13:24.078 -> 0,266
12:13:24.078 -> 0,267
12:13:24.150 -> 0,265
12:13:24.150 -> 0,266
12:13:24.150 -> 0,266
12:13:24.150 -> 0,266
12:13:24.150 -> 0,267
12:13:24.257 -> 0,266
12:13:24.257 -> 0,265
12:13:24.257 -> 0,266
12:13:24.257 -> 0,265
12:13:24.328 -> 0,267
12:13:24.328 -> 0,267
12:13:24.328 -> 0,267
12:13:24.328 -> 0,266
12:13:24.328 -> 0,266
12:13:24.437 -> 0,266
12:13:24.437 -> 0,267
12:13:24.437 -> 0,267
12:13:24.437 -> 0,266
12:13:24.437 -> 0,266
12:13:24.511 -> 0,267
12:13:24.511 -> 0,266
12:13:24.511 -> 0,265
12:13:24.511 -> 0,266
12:13:24.617 -> 0,266
12:13:24.617 -> 0,268
12:13:24.617 -> 0,266
12:13:24.617 -> 0,266
12:13:24.617 -> 0,265
12:13:24.720 -> 0,267
12:13:24.720 -> 0,268
12:13:24.720 -> 0,266
12:13:24.720 -> 0,266
12:13:24.795 -> 0,267
12:13:24.795 -> 0,266
12:13:24.795 -> 0,267
12:13:24.795 -> 0,266
12:13:24.795 -> 0,265
12:13:24.902 -> 0,266
12:13:24.902 -> 0,267
12:13:24.902 -> 0,267
12:13:24.902 -> 0,267
12:13:24.971 -> 0,266
12:13:24.971 -> 0,266
12:13:24.971 -> 0,266
12:13:24.971 -> 0,266
12:13:24.971 -> 0,266
12:13:25.079 -> 0,266
12:13:25.079 -> 0,266
12:13:25.079 -> 0,266
12:13:25.079 -> 0,268
12:13:25.079 -> 0,267
12:13:25.181 -> 0,266
12:13:25.181 -> 0,265
12:13:25.181 -> 0,267
12:13:25.181 -> 0,268
12:13:25.249 -> 0,267
12:13:25.249 -> 0,266
12:13:25.249 -> 0,266
12:13:25.249 -> 0,266
12:13:25.249 -> 0,267
12:13:25.354 -> 0,266
12:13:25.354 -> 0,266
12:13:25.354 -> 0,266
12:13:25.354 -> 0,266
12:13:25.429 -> 0,269
12:13:25.429 -> 0,266
12:13:25.429 -> 0,266
12:13:25.429 -> 0,265
12:13:25.429 -> 0,266
12:13:25.531 -> 0,267
12:13:25.531 -> 0,267
12:13:25.531 -> 0,267
12:13:25.531 -> 0,265
12:13:25.638 -> 0,267
12:13:25.638 -> 0,267
12:13:25.638 -> 0,268
12:13:25.638 -> 0,268
12:13:25.638 -> 0,266
12:13:25.706 -> 0,268
12:13:25.706 -> 0,267
12:13:25.706 -> 0,267
12:13:25.706 -> 0,267
12:13:25.706 -> 0,267
12:13:25.809 -> 0,265
12:13:25.809 -> 0,268
12:13:25.809 -> 0,267
12:13:25.809 -> 0,268
12:13:25.914 -> 0,266
12:13:25.914 -> 0,265
12:13:25.914 -> 0,266
12:13:25.914 -> 0,267
12:13:25.914 -> 0,267
12:13:25.989 -> 0,266
12:13:25.989 -> 0,267
12:13:25.989 -> 0,267
12:13:25.989 -> 0,266
12:13:26.097 -> 0,267
12:13:26.097 -> 0,267
12:13:26.097 -> 0,266
12:13:26.097 -> 0,268
12:13:26.097 -> 0,267
12:13:26.169 -> 0,267
12:13:26.169 -> 0,266
12:13:26.169 -> 0,267
12:13:26.169 -> 0,267
12:13:26.275 -> 0,268
12:13:26.275 -> 0,266
12:13:26.275 -> 0,266
12:13:26.275 -> 0,267
12:13:26.275 -> 0,266
12:13:26.380 -> 0,266
12:13:26.380 -> 0,266
12:13:26.380 -> 0,266
12:13:26.380 -> 0,266
12:13:26.380 -> 0,268
12:13:26.448 -> 0,268
12:13:26.448 -> 0,268
12:13:26.448 -> 0,265
12:13:26.448 -> 0,267
12:13:26.549 -> 0,268
12:13:26.549 -> 0,267
12:13:26.549 -> 0,267
12:13:26.549 -> 0,266
12:13:26.549 -> 0,267
12:13:26.623 -> 0,267
12:13:26.623 -> 0,267
12:13:26.623 -> 0,266
12:13:26.623 -> 0,267
12:13:26.724 -> 0,267
12:13:26.724 -> 0,268
12:13:26.724 -> 0,268
12:13:26.724 -> 0,266
12:13:26.724 -> 0,266
12:13:26.798 -> 0,267
12:13:26.798 -> 0,267
12:13:26.798 -> 0,267
12:13:26.798 -> 0,268
12:13:26.900 -> 0,267
12:13:26.900 -> 0,268
12:13:26.900 -> 0,266
12:13:26.900 -> 0,267
12:13:26.900 -> 0,267
12:13:27.006 -> 0,267
12:13:27.006 -> 0,266
12:13:27.006 -> 0,268
12:13:27.006 -> 0,268
12:13:27.006 -> 0,266
12:13:27.077 -> 0,267
12:13:27.077 -> 0,266
12:13:27.077 -> 0,267
12:13:27.077 -> 0,268
12:13:27.190 -> 0,268
12:13:27.190 -> 0,266
12:13:27.190 -> 0,266
12:13:27.190 -> 0,267
12:13:27.190 -> 0,266
12:13:27.261 -> 0,266
12:13:27.261 -> 0,266
12:13:27.261 -> 0,269
12:13:27.261 -> 0,268
12:13:27.371 -> 0,268
12:13:27.371 -> 0,266
12:13:27.371 -> 0,266
12:13:27.371 -> 0,267
12:13:27.371 -> 0,268
12:13:27.443 -> 0,268
12:13:27.443 -> 0,267
12:13:27.443 -> 0,267
12:13:27.443 -> 0,267
12:13:27.551 -> 0,266
12:13:27.551 -> 0,267
12:13:27.551 -> 0,267
12:13:27.551 -> 0,267
12:13:27.551 -> 0,266
12:13:27.656 -> 0,267
12:13:27.656 -> 0,268
12:13:27.656 -> 0,266
12:13:27.656 -> 0,266
12:13:27.656 -> 0,266
12:13:27.728 -> 0,267
12:13:27.728 -> 0,268
12:13:27.728 -> 0,267
12:13:27.728 -> 0,267
12:13:27.834 -> 0,267
12:13:27.834 -> 0,267
12:13:27.834 -> 0,267
12:13:27.834 -> 0,267
12:13:27.834 -> 0,267
12:13:27.910 -> 0,267
12:13:27.910 -> 0,267
12:13:27.910 -> 0,269
12:13:27.910 -> 0,267
12:13:28.018 -> 0,266
12:13:28.018 -> 0,267
12:13:28.018 -> 0,268
12:13:28.018 -> 0,268
12:13:28.018 -> 0,267
12:13:28.086 -> 0,268
12:13:28.086 -> 0,267
12:13:28.086 -> 0,267
12:13:28.086 -> 0,268
12:13:28.197 -> 0,267
12:13:28.197 -> 0,266
12:13:28.197 -> 0,267
12:13:28.197 -> 0,269
12:13:28.197 -> 0,268
12:13:28.274 -> 0,266
12:13:28.274 -> 0,267
12:13:28.274 -> 0,267
12:13:28.274 -> 0,268
12:13:28.274 -> 0,268
12:13:28.379 -> 0,267
12:13:28.379 -> 0,266
12:13:28.379 -> 0,267
12:13:28.379 -> 0,266
12:13:28.452 -> 0,267
12:13:28.452 -> 0,268
12:13:28.452 -> 0,267
12:13:28.452 -> 0,267
12:13:28.452 -> 0,267
12:13:28.553 -> 0,268
12:13:28.553 -> 0,266
12:13:28.553 -> 0,266
12:13:28.553 -> 0,268
12:13:28.660 -> 0,268
12:13:28.660 -> 0,268
12:13:28.660 -> 0,268
12:13:28.660 -> 0,267
12:13:28.660 -> 0,267
12:13:28.733 -> 0,267
12:13:28.733 -> 0,268
12:13:28.733 -> 0,267
12:13:28.733 -> 0,266
12:13:28.838 -> 0,268
12:13:28.838 -> 0,269
12:13:28.838 -> 0,268
12:13:28.838 -> 0,266
12:13:28.838 -> 0,266
12:13:28.907 -> 0,268
12:13:28.907 -> 0,267
12:13:28.907 -> 0,270
12:13:28.907 -> 0,266
12:13:28.907 -> 0,268
12:13:29.010 -> 0,267
12:13:29.010 -> 0,268
12:13:29.010 -> 0,268
12:13:29.010 -> 0,266
12:13:29.120 -> 0,268
12:13:29.120 -> 0,267
12:13:29.120 -> 0,269
12:13:29.120 -> 0,268
12:13:29.120 -> 0,267
12:13:29.188 -> 0,268
12:13:29.188 -> 0,269
12:13:29.188 -> 0,267
12:13:29.188 -> 0,268
12:13:29.300 -> 0,268
12:13:29.300 -> 0,268
12:13:29.300 -> 0,266
12:13:29.300 -> 0,267
12:13:29.300 -> 0,267
12:13:29.375 -> 0,267
12:13:29.375 -> 0,266
12:13:29.375 -> 0,268
12:13:29.375 -> 0,267
12:13:29.479 -> 0,267
12:13:29.479 -> 0,266
12:13:29.479 -> 0,266
12:13:29.479 -> 0,268
12:13:29.479 -> 0,268
12:13:29.546 -> 0,267
12:13:29.546 -> 0,267
12:13:29.546 -> 0,266
12:13:29.546 -> 0,267
12:13:29.546 -> 0,268
12:13:29.656 -> 0,267
12:13:29.656 -> 0,268
12:13:29.656 -> 0,268
12:13:29.656 -> 0,268
12:13:29.730 -> 0,269
12:13:29.730 -> 0,268
12:13:29.730 -> 0,268
12:13:29.730 -> 0,267
12:13:29.730 -> 0,268
12:13:29.840 -> 0,267
12:13:29.840 -> 0,268
12:13:29.840 -> 0,268
12:13:29.840 -> 0,266
12:13:29.908 -> 0,267
12:13:29.908 -> 0,268
12:13:29.908 -> 0,267
12:13:29.908 -> 0,267
12:13:29.908 -> 0,268
12:13:30.018 -> 0,267
12:13:30.018 -> 0,268
12:13:30.018 -> 0,266
12:13:30.018 -> 0,267
12:13:30.089 -> 0,267
12:13:30.089 -> 0,267
12:13:30.089 -> 0,269
12:13:30.089 -> 0,267
12:13:30.089 -> 0,268
12:13:30.191 -> 0,266
12:13:30.191 -> 0,268
12:13:30.191 -> 0,269
12:13:30.191 -> 0,268
12:13:30.191 -> 0,268
12:13:30.294 -> 0,267
12:13:30.294 -> 0,267
12:13:30.294 -> 0,269
12:13:30.294 -> 0,268
12:13:30.397 -> 0,267
12:13:30.397 -> 0,266
12:13:30.397 -> 0,268
12:13:30.397 -> 0,268
12:13:30.397 -> 0,268
12:13:30.466 -> 0,268
12:13:30.466 -> 0,267
12:13:30.466 -> 0,268
12:13:30.466 -> 0,267
12:13:30.573 -> 0,269
12:13:30.573 -> 0,268
12:13:30.573 -> 0,267
12:13:30.573 -> 0,268
12:13:30.573 -> 0,268
12:13:30.641 -> 0,267
12:13:30.641 -> 0,268
12:13:30.641 -> 0,267
12:13:30.641 -> 0,267
12:13:30.747 -> 0,269
12:13:30.747 -> 0,268
12:13:30.747 -> 0,268
12:13:30.747 -> 0,266
12:13:30.747 -> 0,267
12:13:30.854 -> 0,267
12:13:30.854 -> 0,268
12:13:30.854 -> 0,267
12:13:30.854 -> 0,267
12:13:30.854 -> 0,267
12:13:30.924 -> 0,268
12:13:30.924 -> 0,268
12:13:30.924 -> 0,266
12:13:30.924 -> 0,267
12:13:31.029 -> 0,268
12:13:31.029 -> 0,268
12:13:31.029 -> 0,268
12:13:31.029 -> 0,268
12:13:31.029 -> 0,267
12:13:31.100 -> 0,268
12:13:31.100 -> 0,269
12:13:31.100 -> 0,269
12:13:31.100 -> 0,269
12:13:31.204 -> 0,267
12:13:31.204 -> 0,268
12:13:31.204 -> 0,269
12:13:31.204 -> 0,268
12:13:31.204 -> 0,267
12:13:31.275 -> 0,267
12:13:31.275 -> 0,268
12:13:31.275 -> 0,268
12:13:31.275 -> 0,268
12:13:31.378 -> 0,269
12:13:31.378 -> 0,268
12:13:31.378 -> 0,267
12:13:31.378 -> 0,268
12:13:31.378 -> 0,269
12:13:31.485 -> 0,269
12:13:31.485 -> 0,267
12:13:31.485 -> 0,268
12:13:31.485 -> 0,267
12:13:31.485 -> 0,267
12:13:31.553 -> 0,268
12:13:31.553 -> 0,268
12:13:31.553 -> 0,268
12:13:31.553 -> 0,269
12:13:31.658 -> 0,269
12:13:31.658 -> 0,269
12:13:31.658 -> 0,268
12:13:31.658 -> 0,268
12:13:31.658 -> 0,269
12:13:31.727 -> 0,268
12:13:31.727 -> 0,268
