Valve Characterization 11/03/19 12:20 PM
STEPPER MOTOR POSITION(STEPS FROM CLOSED) , PRESSURE TRANSDUCER READING (RAW)
12:15:17.529 -> 0,290
12:15:17.529 -> 0,290
12:15:17.600 -> 0,291
12:15:17.600 -> 0,289
12:15:17.600 -> 0,288
12:15:17.600 -> 0,289
12:15:17.600 -> 0,291
12:15:17.709 -> 0,290
12:15:17.709 -> 0,289
12:15:17.709 -> 0,289
12:15:17.709 -> 0,291
12:15:17.709 -> 0,289
12:15:17.782 -> 0,289
12:15:17.782 -> 0,290
12:15:17.782 -> 0,290
12:15:17.782 -> 0,290
12:15:17.889 -> 0,291
12:15:17.889 -> 0,289
12:15:17.889 -> 0,289
12:15:17.889 -> 0,288
12:15:17.889 -> 0,290
12:15:17.958 -> 0,291
12:15:17.958 -> 0,290
12:15:17.958 -> 0,291
12:15:17.958 -> 0,290
12:15:18.064 -> 0,291
12:15:18.064 -> 0,289
12:15:18.064 -> 0,290
12:15:18.064 -> 0,290
12:15:18.064 -> 0,290
12:15:18.174 -> 0,290
12:15:18.174 -> 0,292
12:15:18.174 -> 0,290
12:15:18.174 -> 0,291
12:15:18.241 -> 0,289
12:15:18.241 -> 0,289
12:15:18.241 -> 0,290
12:15:18.241 -> 0,290
12:15:18.241 -> 0,289
12:15:18.344 -> 0,289
12:15:18.344 -> 0,290
12:15:18.344 -> 0,291
12:15:18.344 -> 0,289
12:15:18.344 -> 0,289
12:15:18.417 -> 0,289
12:15:18.417 -> 0,290
12:15:18.417 -> 0,290
12:15:18.417 -> 0,290
12:15:18.527 -> 0,289
12:15:18.527 -> 0,289
12:15:18.527 -> 0,290
12:15:18.527 -> 0,291
12:15:18.527 -> 0,290
12:15:18.597 -> 0,289
12:15:18.597 -> 0,291
12:15:18.597 -> 0,290
12:15:18.597 -> 0,291
12:15:18.702 -> 0,290
12:15:18.702 -> 0,289
12:15:18.702 -> 0,289
12:15:18.702 -> 0,290
12:15:18.702 -> 0,290
12:15:18.806 -> 0,290
12:15:18.806 -> 0,290
12:15:18.806 -> 0,289
12:15:18.806 -> 0,290
12:15:18.882 -> 0,291
12:15:18.882 -> 0,290
12:15:18.882 -> 0,291
12:15:18.882 -> 0,290
12:15:18.882 -> 0,291
12:15:18.994 -> 0,291
12:15:18.994 -> 0,291
12:15:18.994 -> 0,289
12:15:18.994 -> 0,290
12:15:18.994 -> 0,290
12:15:19.070 -> 0,291
12:15:19.070 -> 0,291
12:15:19.070 -> 0,289
12:15:19.070 -> 0,290
12:15:19.177 -> 0,291
12:15:19.177 -> 0,291
12:15:19.177 -> 0,290
12:15:19.177 -> 0,289
12:15:19.177 -> 0,290
12:15:19.248 -> 0,292
12:15:19.248 -> 0,290
12:15:19.248 -> 0,289
12:15:19.248 -> 0,289
12:15:19.349 -> 0,289
12:15:19.349 -> 0,290
12:15:19.349 -> 0,290
12:15:19.349 -> 0,290
12:15:19.349 -> 0,290
12:15:19.421 -> 0,290
12:15:19.421 -> 0,291
12:15:19.421 -> 0,290
12:15:19.421 -> 0,289
12:15:19.527 -> 0,290
12:15:19.527 -> 0,291
12:15:19.527 -> 0,291
12:15:19.527 -> 0,291
12:15:19.527 -> 0,290
12:15:19.632 -> 0,291
12:15:19.632 -> 0,289
12:15:19.632 -> 0,291
12:15:19.632 -> 0,291
12:15:19.632 -> 0,291
12:15:19.702 -> 0,290
12:15:19.702 -> 0,289
12:15:19.702 -> 0,291
12:15:19.702 -> 0,292
12:15:19.807 -> 0,290
12:15:19.807 -> 0,289
12:15:19.807 -> 0,290
12:15:19.807 -> 0,291
12:15:19.807 -> 0,291
12:15:19.912 -> 0,289
12:15:19.912 -> 0,292
12:15:19.912 -> 0,291
12:15:19.912 -> 0,290
12:15:19.978 -> 0,291
12:15:19.978 -> 0,291
12:15:19.978 -> 0,290
12:15:19.978 -> 0,290
12:15:19.978 -> 0,290
12:15:20.084 -> 0,292
12:15:20.084 -> 0,290
12:15:20.084 -> 0,289
12:15:20.084 -> 0,290
12:15:20.188 -> 0,291
12:15:20.188 -> 0,291
12:15:20.188 -> 0,290
12:15:20.188 -> 0,290
12:15:20.188 -> 0,291
12:15:20.262 -> 0,290
12:15:20.262 -> 0,290
12:15:20.262 -> 0,290
12:15:20.262 -> 0,291
12:15:20.262 -> 0,291
12:15:20.372 -> 0,290
12:15:20.372 -> 0,292
12:15:20.372 -> 0,291
12:15:20.372 -> 0,290
12:15:20.442 -> 0,290
12:15:20.442 -> 0,291
12:15:20.442 -> 0,290
12:15:20.442 -> 0,291
12:15:20.442 -> 0,290
12:15:20.547 -> 0,291
12:15:20.547 -> 0,290
12:15:20.547 -> 0,291
12:15:20.547 -> 0,291
12:15:20.616 -> 0,289
12:15:20.616 -> 0,290
12:15:20.616 -> 0,292
12:15:20.616 -> 0,292
12:15:20.616 -> 0,291
12:15:20.730 -> 0,290
12:15:20.730 -> 0,290
12:15:20.730 -> 0,291
12:15:20.730 -> 0,291
12:15:20.799 -> 0,291
12:15:20.799 -> 0,291
12:15:20.799 -> 0,290
12:15:20.799 -> 0,291
12:15:20.799 -> 0,291
12:15:20.908 -> 0,290
12:15:20.908 -> 0,290
12:15:20.908 -> 0,290
12:15:20.908 -> 0,291
12:15:20.908 -> 0,291
12:15:20.980 -> 0,290
12:15:20.980 -> 0,291
12:15:20.980 -> 0,289
12:15:20.980 -> 0,290
12:15:21.083 -> 0,290
12:15:21.083 -> 0,290
12:15:21.083 -> 0,291
12:15:21.083 -> 0,290
12:15:21.083 -> 0,292
12:15:21.188 -> 0,292
12:15:21.188 -> 0,290
12:15:21.188 -> 0,290
12:15:21.188 -> 0,290
12:15:21.256 -> 0,291
12:15:21.256 -> 0,292
12:15:21.256 -> 0,291
12:15:21.256 -> 0,291
12:15:21.256 -> 0,289
12:15:21.364 -> 0,290
12:15:21.364 -> 0,292
12:15:21.364 -> 0,291
12:15:21.364 -> 0,291
12:15:21.466 -> 0,290
12:15:21.466 -> 0,292
12:15:21.466 -> 0,292
12:15:21.466 -> 0,290
12:15:21.466 -> 0,290
12:15:21.535 -> 0,290
12:15:21.535 -> 0,292
12:15:21.535 -> 0,291
12:15:21.535 -> 0,291
12:15:21.535 -> 0,290
12:15:21.645 -> 0,291
12:15:21.645 -> 0,290
12:15:21.645 -> 0,290
12:15:21.645 -> 0,290
12:15:21.716 -> 0,291
12:15:21.716 -> 0,290
12:15:21.716 -> 0,291
12:15:21.716 -> 0,292
12:15:21.716 -> 0,291
12:15:21.822 -> 0,291
12:15:21.822 -> 0,291
12:15:21.822 -> 0,290
12:15:21.822 -> 0,291
12:15:21.927 -> 0,292
12:15:21.927 -> 0,290
12:15:21.927 -> 0,291
12:15:21.927 -> 0,291
12:15:21.927 -> 0,292
12:15:21.999 -> 0,291
12:15:21.999 -> 0,291
12:15:21.999 -> 0,291
12:15:21.999 -> 0,292
12:15:22.105 -> 0,291
12:15:22.105 -> 0,292
12:15:22.105 -> 0,290
12:15:22.105 -> 0,290
12:15:22.105 -> 0,291
12:15:22.175 -> 0,291
12:15:22.175 -> 0,291
12:15:22.175 -> 0,290
12:15:22.175 -> 0,291
12:15:22.175 -> 0,292
12:15:22.286 -> 0,291
12:15:22.286 -> 0,291
12:15:22.286 -> 0,290
12:15:22.286 -> 0,291
12:15:22.388 -> 0,291
12:15:22.388 -> 0,291
12:15:22.388 -> 0,290
12:15:22.388 -> 0,290
12:15:22.388 -> 0,291
12:15:22.462 -> 0,291
12:15:22.462 -> 0,292
12:15:22.462 -> 0,291
12:15:22.462 -> 0,291
12:15:22.567 -> 0,291
12:15:22.567 -> 0,291
12:15:22.567 -> 0,293
12:15:22.567 -> 0,291
12:15:22.567 -> 0,290
12:15:22.638 -> 0,290
12:15:22.638 -> 0,291
12:15:22.638 -> 0,292
12:15:22.638 -> 0,290
12:15:22.743 -> 0,291
12:15:22.743 -> 0,290
12:15:22.743 -> 0,290
12:15:22.743 -> 0,291
12:15:22.743 -> 0,291
12:15:22.814 -> 0,289
12:15:22.814 -> 0,290
12:15:22.814 -> 0,291
12:15:22.814 -> 0,292
12:15:22.814 -> 0,290
12:15:22.918 -> 0,291
12:15:22.918 -> 0,290
12:15:22.918 -> 0,292
12:15:22.918 -> 0,292
12:15:23.021 -> 0,291
12:15:23.021 -> 0,291
12:15:23.021 -> 0,291
12:15:23.021 -> 0,291
12:15:23.021 -> 0,291
12:15:23.093 -> 0,291
12:15:23.093 -> 0,292
12:15:23.093 -> 0,290
12:15:23.093 -> 0,292
12:15:23.194 -> 0,291
12:15:23.194 -> 0,292
12:15:23.194 -> 0,290
12:15:23.194 -> 0,291
12:15:23.194 -> 0,291
12:15:23.266 -> 0,291
12:15:23.266 -> 0,292
12:15:23.266 -> 0,289
12:15:23.266 -> 0,290
12:15:23.374 -> 0,290
12:15:23.374 -> 0,291
12:15:23.374 -> 0,290
12:15:23.374 -> 0,291
12:15:23.374 -> 0,290
12:15:23.485 -> 0,291
12:15:23.485 -> 0,291
12:15:23.485 -> 0,291
12:15:23.485 -> 0,290
12:15:23.485 -> 0,290
12:15:23.554 -> 0,291
12:15:23.554 -> 0,291
12:15:23.554 -> 0,290
12:15:23.554 -> 0,291
12:15:23.661 -> 0,290
12:15:23.661 -> 0,292
12:15:23.661 -> 0,291
12:15:23.661 -> 0,290
12:15:23.661 -> 0,291
12:15:23.737 -> 0,292
12:15:23.737 -> 0,293
12:15:23.737 -> 0,291
12:15:23.737 -> 0,291
12:15:23.842 -> 0,291
12:15:23.842 -> 0,291
12:15:23.842 -> 0,291
12:15:23.842 -> 0,291
12:15:23.842 -> 0,292
12:15:23.918 -> 0,292
12:15:23.918 -> 0,291
12:15:23.918 -> 0,292
12:15:23.918 -> 0,293
12:15:24.029 -> 0,292
12:15:24.029 -> 0,291
12:15:24.029 -> 0,290
12:15:24.029 -> 0,292
12:15:24.029 -> 0,293
12:15:24.101 -> 0,291
12:15:24.101 -> 0,292
12:15:24.101 -> 0,291
12:15:24.101 -> 0,291
12:15:24.101 -> 0,290
12:15:24.208 -> 0,291
12:15:24.208 -> 0,290
12:15:24.208 -> 0,291
12:15:24.208 -> 0,291
12:15:24.276 -> 0,292
12:15:24.276 -> 0,291
12:15:24.276 -> 0,291
12:15:24.276 -> 0,291
12:15:24.276 -> 0,292
12:15:24.381 -> 0,292
12:15:24.381 -> 0,291
12:15:24.381 -> 0,292
12:15:24.381 -> 0,291
12:15:24.489 -> 0,290
12:15:24.489 -> 0,292
12:15:24.489 -> 0,290
12:15:24.489 -> 0,292
12:15:24.489 -> 0,292
12:15:24.560 -> 0,292
12:15:24.560 -> 0,292
12:15:24.560 -> 0,291
12:15:24.560 -> 0,291
12:15:24.666 -> 0,290
12:15:24.666 -> 0,291
12:15:24.666 -> 0,290
12:15:24.666 -> 0,292
12:15:24.666 -> 0,291
12:15:24.739 -> 0,291
12:15:24.739 -> 0,291
12:15:24.739 -> 0,291
12:15:24.739 -> 0,291
12:15:24.739 -> 0,290
12:15:24.844 -> 0,290
12:15:24.844 -> 0,291
12:15:24.844 -> 0,291
12:15:24.844 -> 0,292
12:15:24.919 -> 0,291
12:15:24.919 -> 0,290
12:15:24.919 -> 0,291
12:15:24.919 -> 0,292
12:15:24.919 -> 0,291
12:15:25.022 -> 0,291
12:15:25.022 -> 0,291
12:15:25.022 -> 0,293
12:15:25.022 -> 0,292
12:15:25.123 -> 0,291
12:15:25.123 -> 0,290
12:15:25.123 -> 0,292
12:15:25.123 -> 0,292
12:15:25.123 -> 0,292
12:15:25.193 -> 0,292
12:15:25.193 -> 0,291
12:15:25.193 -> 0,290
12:15:25.193 -> 0,292
12:15:25.297 -> 0,291
12:15:25.297 -> 0,290
12:15:25.297 -> 0,292
12:15:25.297 -> 0,291
12:15:25.297 -> 0,292
12:15:25.400 -> 0,291
12:15:25.400 -> 0,291
12:15:25.400 -> 0,291
12:15:25.400 -> 0,290
12:15:25.400 -> 0,291
12:15:25.467 -> 0,293
12:15:25.467 -> 0,291
12:15:25.467 -> 0,291
12:15:25.467 -> 0,290
12:15:25.569 -> 0,291
12:15:25.569 -> 0,291
12:15:25.569 -> 0,291
12:15:25.569 -> 0,292
12:15:25.569 -> 0,290
12:15:25.641 -> 0,291
12:15:25.641 -> 0,292
12:15:25.641 -> 0,290
12:15:25.641 -> 0,291
12:15:25.751 -> 0,290
12:15:25.751 -> 0,293
12:15:25.751 -> 0,292
12:15:25.751 -> 0,292
12:15:25.751 -> 0,291
12:15:25.823 -> 0,292
12:15:25.823 -> 0,291
12:15:25.823 -> 0,292
12:15:25.823 -> 0,291
12:15:25.926 -> 0,291
12:15:25.926 -> 0,292
12:15:25.926 -> 0,291
12:15:25.926 -> 0,293
12:15:25.926 -> 0,292
12:15:26.036 -> 0,291
12:15:26.036 -> 0,291
12:15:26.036 -> 0,293
12:15:26.036 -> 0,292
12:15:26.036 -> 0,291
12:15:26.108 -> 0,292
12:15:26.108 -> 0,292
12:15:26.108 -> 0,291
12:15:26.108 -> 0,291
12:15:26.219 -> 0,292
12:15:26.219 -> 0,292
12:15:26.219 -> 0,291
12:15:26.219 -> 0,292
12:15:26.219 -> 0,292
12:15:26.289 -> 0,293
12:15:26.289 -> 0,291
12:15:26.289 -> 0,290
12:15:26.289 -> 0,291
12:15:26.412 -> 0,293
12:15:26.412 -> 0,292
12:15:26.412 -> 0,292
12:15:26.412 -> 0,291
12:15:26.412 -> 0,293
12:15:26.487 -> 0,291
12:15:26.487 -> 0,291
12:15:26.487 -> 0,290
12:15:26.487 -> 0,291
12:15:26.559 -> 0,292
12:15:26.559 -> 0,293
12:15:26.559 -> 0,292
12:15:26.559 -> 0,291
12:15:26.559 -> 0,292
12:15:26.666 -> 0,292
12:15:26.666 -> 0,292
12:15:26.666 -> 0,292
12:15:26.666 -> 0,292
12:15:26.666 -> 0,291
12:15:26.739 -> 0,292
12:15:26.739 -> 0,291
12:15:26.739 -> 0,292
12:15:26.739 -> 0,291
12:15:26.844 -> 0,292
12:15:26.844 -> 0,292
12:15:26.844 -> 0,292
12:15:26.844 -> 0,292
12:15:26.844 -> 0,292
12:15:26.947 -> 0,290
12:15:26.947 -> 0,292
12:15:26.947 -> 0,291
12:15:26.947 -> 0,291
12:15:27.018 -> 0,291
12:15:27.018 -> 0,291
12:15:27.018 -> 0,292
12:15:27.018 -> 0,291
12:15:27.018 -> 0,291
12:15:27.128 -> 0,291
12:15:27.128 -> 0,290
12:15:27.128 -> 0,292
12:15:27.128 -> 0,292
12:15:27.204 -> 0,291
12:15:27.204 -> 0,292
12:15:27.204 -> 0,291
12:15:27.204 -> 0,292
12:15:27.204 -> 0,292
12:15:27.311 -> 0,292
12:15:27.311 -> 0,292
12:15:27.311 -> 0,292
12:15:27.311 -> 0,292
12:15:27.311 -> 0,292
12:15:27.378 -> 0,292
12:15:27.378 -> 0,291
12:15:27.378 -> 0,291
12:15:27.378 -> 0,293
12:15:27.483 -> 0,293
12:15:27.483 -> 0,291
12:15:27.483 -> 0,291
12:15:27.483 -> 0,292
12:15:27.483 -> 0,291
12:15:27.589 -> 0,292
12:15:27.589 -> 0,291
12:15:27.589 -> 0,292
12:15:27.589 -> 0,292
12:15:27.659 -> 0,292
12:15:27.659 -> 0,291
12:15:27.659 -> 0,293
12:15:27.659 -> 0,291
12:15:27.659 -> 0,291
12:15:27.766 -> 0,290
12:15:27.766 -> 0,293
12:15:27.766 -> 0,292
12:15:27.766 -> 0,293
12:15:27.838 -> 0,290
12:15:27.838 -> 0,291
12:15:27.838 -> 0,292
12:15:27.838 -> 0,291
12:15:27.838 -> 0,292
12:15:27.949 -> 0,292
12:15:27.949 -> 0,292
12:15:27.949 -> 0,293
12:15:27.949 -> 0,292
12:15:27.949 -> 0,292
12:15:28.026 -> 0,291
12:15:28.026 -> 0,292
12:15:28.026 -> 0,293
12:15:28.026 -> 0,293
12:15:28.129 -> 0,292
12:15:28.129 -> 0,291
12:15:28.129 -> 0,293
12:15:28.129 -> 0,292
12:15:28.129 -> 0,292
12:15:28.198 -> 0,292
12:15:28.198 -> 0,292
12:15:28.198 -> 0,292
12:15:28.198 -> 0,292
12:15:28.301 -> 0,292
12:15:28.301 -> 0,293
12:15:28.301 -> 0,291
12:15:28.301 -> 0,292
12:15:28.301 -> 0,292
12:15:28.404 -> 0,292
12:15:28.404 -> 0,292
12:15:28.404 -> 0,292
12:15:28.404 -> 0,292
12:15:28.476 -> 0,291
12:15:28.476 -> 0,292
12:15:28.476 -> 0,291
12:15:28.476 -> 0,292
12:15:28.476 -> 0,291
12:15:28.582 -> 0,293
12:15:28.582 -> 0,292
12:15:28.582 -> 0,291
12:15:28.582 -> 0,291
12:15:28.582 -> 0,292
12:15:28.685 -> 0,293
12:15:28.685 -> 0,291
12:15:28.685 -> 0,291
12:15:28.685 -> 0,292
12:15:28.756 -> 0,292
12:15:28.756 -> 0,293
12:15:28.756 -> 0,292
12:15:28.756 -> 0,291
12:15:28.756 -> 0,291
12:15:28.868 -> 0,292
12:15:28.868 -> 0,293
12:15:28.868 -> 0,292
12:15:28.868 -> 0,293
12:15:28.936 -> 0,292
12:15:28.936 -> 0,293
12:15:28.936 -> 0,292
12:15:28.936 -> 0,292
12:15:28.936 -> 0,293
12:15:29.049 -> 0,292
12:15:29.049 -> 0,293
12:15:29.049 -> 0,293
12:15:29.049 -> 0,293
12:15:29.123 -> 0,291
12:15:29.123 -> 0,292
12:15:29.123 -> 0,293
12:15:29.123 -> 0,292
12:15:29.123 -> 0,292
12:15:29.225 -> 0,291
12:15:29.225 -> 0,292
12:15:29.225 -> 0,291
12:15:29.225 -> 0,292
12:15:29.225 -> 0,292
12:15:29.299 -> 0,291
12:15:29.299 -> 0,292
12:15:29.299 -> 0,293
12:15:29.299 -> 0,293
12:15:29.405 -> 0,292
12:15:29.405 -> 0,291
12:15:29.405 -> 0,292
12:15:29.405 -> 0,292
12:15:29.405 -> 0,292
12:15:29.478 -> 0,292
12:15:29.478 -> 0,292
12:15:29.478 -> 0,292
12:15:29.478 -> 0,293
12:15:29.583 -> 0,292
12:15:29.583 -> 0,292
12:15:29.583 -> 0,292
12:15:29.583 -> 0,293
12:15:29.583 -> 0,293
12:15:29.690 -> 0,293
12:15:29.690 -> 0,293
12:15:29.690 -> 0,292
12:15:29.690 -> 0,292
12:15:29.759 -> 0,292
12:15:29.759 -> 0,294
12:15:29.759 -> 0,292
12:15:29.759 -> 0,292
12:15:29.759 -> 0,292
12:15:29.867 -> 0,293
12:15:29.867 -> 0,292
12:15:29.867 -> 0,291
12:15:29.867 -> 0,292
12:15:29.867 -> 0,292
12:15:29.967 -> 0,293
12:15:29.967 -> 0,292
12:15:29.967 -> 0,293
12:15:29.967 -> 0,293
12:15:30.034 -> 0,291
12:15:30.034 -> 0,293
12:15:30.034 -> 0,292
12:15:30.034 -> 0,292
12:15:30.034 -> 0,292
12:15:30.147 -> 0,291
12:15:30.147 -> 0,293
12:15:30.147 -> 0,294
12:15:30.147 -> 0,291
12:15:30.221 -> 0,292
12:15:30.221 -> 0,291
12:15:30.221 -> 0,292
12:15:30.221 -> 0,294
12:15:30.221 -> 0,292
12:15:30.329 -> 0,293
12:15:30.329 -> 0,292
12:15:30.329 -> 0,293
12:15:30.329 -> 0,293
12:15:30.400 -> 0,292
12:15:30.400 -> 0,292
12:15:30.400 -> 0,293
12:15:30.400 -> 0,293
12:15:30.400 -> 0,294
12:15:30.504 -> 0,292
12:15:30.504 -> 0,292
12:15:30.504 -> 0,291
12:15:30.504 -> 0,293
12:15:30.504 -> 0,293
12:15:30.577 -> 0,293
12:15:30.577 -> 0,292
12:15:30.577 -> 0,291
12:15:30.577 -> 0,292
12:15:30.678 -> 0,293
12:15:30.678 -> 0,292
12:15:30.678 -> 0,292
12:15:30.678 -> 0,292
12:15:30.678 -> 0,292
12:15:30.790 -> 0,293
12:15:30.790 -> 0,292
12:15:30.790 -> 0,291
12:15:30.790 -> 0,292
12:15:30.861 -> 0,292
12:15:30.861 -> 0,293
12:15:30.861 -> 0,293
12:15:30.861 -> 0,291
12:15:30.861 -> 0,292
12:15:30.968 -> 0,293
12:15:30.968 -> 0,292
12:15:30.968 -> 0,292
12:15:30.968 -> 0,291
12:15:31.038 -> 0,293
12:15:31.038 -> 0,293
12:15:31.038 -> 0,293
12:15:31.038 -> 0,293
12:15:31.038 -> 0,293
12:15:31.144 -> 0,292
12:15:31.144 -> 0,293
12:15:31.144 -> 0,293
12:15:31.144 -> 0,294
12:15:31.144 -> 0,292
12:15:31.219 -> 0,292
12:15:31.219 -> 0,294
12:15:31.219 -> 0,293
12:15:31.219 -> 0,291
12:15:31.322 -> 0,292
12:15:31.322 -> 0,293
12:15:31.322 -> 0,293
12:15:31.322 -> 0,294
12:15:31.322 -> 0,292
12:15:31.425 -> 0,292
12:15:31.425 -> 0,292
12:15:31.425 -> 0,292
12:15:31.425 -> 0,292
12:15:31.495 -> 0,293
12:15:31.495 -> 0,293
12:15:31.495 -> 0,292
12:15:31.495 -> 0,293
12:15:31.495 -> 0,294
12:15:31.597 -> 0,291
12:15:31.597 -> 0,291
12:15:31.597 -> 0,291
12:15:31.597 -> 0,293
12:15:31.713 -> 0,293
12:15:31.713 -> 0,293
12:15:31.713 -> 0,292
12:15:31.713 -> 0,292
12:15:31.713 -> 0,292
12:15:31.785 -> 0,293
12:15:31.785 -> 0,292
12:15:31.785 -> 0,292
12:15:31.785 -> 0,292
12:15:31.785 -> 0,293
12:15:31.856 -> 0,294
12:15:31.856 -> 0,292
12:15:31.856 -> 0,291
12:15:31.856 -> 0,292
12:15:31.970 -> 0,293
12:15:31.970 -> 0,294
12:15:31.970 -> 0,293
12:15:31.970 -> 0,292
12:15:31.970 -> 0,293
12:15:32.039 -> 0,293
12:15:32.039 -> 0,293
12:15:32.039 -> 0,293
12:15:32.039 -> 0,293
12:15:32.148 -> 0,294
12:15:32.148 -> 0,293
12:15:32.148 -> 0,294
12:15:32.148 -> 0,292
12:15:32.148 -> 0,292
12:15:32.249 -> 0,292
12:15:32.249 -> 0,292
12:15:32.249 -> 0,293
12:15:32.249 -> 0,293
12:15:32.324 -> 0,292
12:15:32.324 -> 0,293
12:15:32.324 -> 0,292
12:15:32.324 -> 0,293
12:15:32.324 -> 0,293
12:15:32.431 -> 0,293
12:15:32.431 -> 0,292
12:15:32.431 -> 0,293
12:15:32.431 -> 0,294
12:15:32.431 -> 0,293
12:15:32.499 -> 0,291
12:15:32.499 -> 0,293
12:15:32.499 -> 0,292
12:15:32.499 -> 0,293
12:15:32.605 -> 0,292
12:15:32.605 -> 0,293
12:15:32.605 -> 0,293
12:15:32.605 -> 0,293
12:15:32.605 -> 0,293
12:15:32.709 -> 0,293
12:15:32.709 -> 0,292
12:15:32.709 -> 0,293
12:15:32.709 -> 0,294
12:15:32.780 -> 0,294
12:15:32.780 -> 0,294
12:15:32.780 -> 0,292
12:15:32.780 -> 0,293
12:15:32.780 -> 0,293
12:15:32.888 -> 0,293
12:15:32.888 -> 0,293
12:15:32.888 -> 0,292
12:15:32.888 -> 0,293
12:15:32.958 -> 0,294
12:15:32.958 -> 0,293
12:15:32.958 -> 0,292
12:15:32.958 -> 0,292
12:15:32.958 -> 0,292
12:15:33.066 -> 0,293
12:15:33.066 -> 0,294
12:15:33.066 -> 0,293
12:15:33.066 -> 0,293
12:15:33.066 -> 0,292
12:15:33.171 -> 0,292
12:15:33.171 -> 0,292
12:15:33.171 -> 0,293
12:15:33.171 -> 0,292
12:15:33.242 -> 0,293
12:15:33.242 -> 0,293
12:15:33.242 -> 0,294
12:15:33.242 -> 0,292
12:15:33.242 -> 0,292
12:15:33.349 -> 0,293
12:15:33.349 -> 0,293
12:15:33.349 -> 0,293
12:15:33.349 -> 0,292
12:15:33.425 -> 0,292
12:15:33.425 -> 0,293
12:15:33.425 -> 0,293
12:15:33.425 -> 0,293
12:15:33.425 -> 0,292
12:15:33.498 -> 0,292
12:15:33.498 -> 0,294
12:15:33.498 -> 0,294
12:15:33.498 -> 0,295
12:15:33.608 -> 0,292
12:15:33.608 -> 0,292
12:15:33.608 -> 0,293
12:15:33.608 -> 0,295
12:15:33.608 -> 0,293
12:15:33.718 -> 0,294
12:15:33.718 -> 0,293
12:15:33.718 -> 0,294
12:15:33.718 -> 0,293
12:15:33.718 -> 0,293
12:15:33.786 -> 0,293
12:15:33.786 -> 0,293
12:15:33.786 -> 0,293
12:15:33.786 -> 0,293
12:15:33.895 -> 0,294
12:15:33.895 -> 0,294
12:15:33.895 -> 0,292
12:15:33.895 -> 0,292
12:15:33.895 -> 0,292
12:15:33.970 -> 0,294
12:15:33.970 -> 0,293
12:15:33.970 -> 0,292
12:15:33.970 -> 0,293
12:15:34.076 -> 0,294
12:15:34.076 -> 0,293
12:15:34.076 -> 0,293
12:15:34.076 -> 0,293
12:15:34.076 -> 0,293
12:15:34.143 -> 0,294
12:15:34.143 -> 0,293
12:15:34.143 -> 0,294
12:15:34.143 -> 0,292
12:15:34.249 -> 0,293
12:15:34.249 -> 0,293
12:15:34.249 -> 0,294
12:15:34.249 -> 0,293
12:15:34.249 -> 0,293
12:15:34.357 -> 0,292
12:15:34.357 -> 0,294
12:15:34.357 -> 0,293
12:15:34.357 -> 0,292
12:15:34.357 -> 0,293
12:15:34.427 -> 0,292
12:15:34.427 -> 0,293
12:15:34.427 -> 0,294
12:15:34.427 -> 0,293
12:15:34.535 -> 0,293
12:15:34.535 -> 0,292
12:15:34.535 -> 0,292
12:15:34.535 -> 0,292
12:15:34.535 -> 0,293
12:15:34.611 -> 0,292
12:15:34.611 -> 0,294
12:15:34.611 -> 0,293
12:15:34.611 -> 0,294
12:15:34.720 -> 0,292
12:15:34.720 -> 0,292
12:15:34.720 -> 0,292
12:15:34.720 -> 0,293
12:15:34.720 -> 0,294
12:15:34.788 -> 0,293
12:15:34.788 -> 0,292
12:15:34.788 -> 0,292
12:15:34.788 -> 0,293
12:15:34.891 -> 0,294
12:15:34.891 -> 0,294
12:15:34.891 -> 0,293
12:15:34.891 -> 0,293
12:15:34.891 -> 0,293
12:15:35.000 -> 0,294
12:15:35.000 -> 0,293
12:15:35.000 -> 0,292
12:15:35.000 -> 0,293
12:15:35.000 -> 0,294
12:15:35.073 -> 0,294
12:15:35.073 -> 0,293
12:15:35.073 -> 0,292
12:15:35.073 -> 0,294
12:15:35.178 -> 0,293
12:15:35.178 -> 0,293
12:15:35.178 -> 0,292
12:15:35.178 -> 0,293
12:15:35.178 -> 0,293
12:15:35.245 -> 0,293
12:15:35.245 -> 0,293
12:15:35.245 -> 0,294
12:15:35.245 -> 0,292
12:15:35.351 -> 0,292
12:15:35.351 -> 0,293
12:15:35.351 -> 0,294
12:15:35.351 -> 0,293
12:15:35.351 -> 0,293
12:15:35.423 -> 0,293
12:15:35.423 -> 0,294
12:15:35.423 -> 0,294
12:15:35.423 -> 0,293
12:15:35.531 -> 0,293
12:15:35.531 -> 0,294
12:15:35.531 -> 0,294
12:15:35.531 -> 0,295
12:15:35.531 -> 0,295
12:15:35.635 -> 0,292
12:15:35.635 -> 0,294
12:15:35.635 -> 0,294
12:15:35.635 -> 0,295
12:15:35.635 -> 0,293
12:15:35.707 -> 0,294
12:15:35.707 -> 0,294
12:15:35.707 -> 0,294
12:15:35.707 -> 0,293
12:15:35.813 -> 0,293
12:15:35.813 -> 0,292
12:15:35.813 -> 0,294
12:15:35.813 -> 0,294
12:15:35.813 -> 0,295
12:15:35.884 -> 0,293
12:15:35.884 -> 0,294
12:15:35.884 -> 0,293
12:15:35.884 -> 0,294
12:15:35.984 -> 0,293
12:15:35.984 -> 0,294
12:15:35.984 -> 0,293
12:15:35.984 -> 0,293
12:15:35.984 -> 0,293
12:15:36.060 -> 0,295
12:15:36.060 -> 0,293
