// up to max 1900 psi, opened motor fully and then started measuring pressure.
14:07:22.149 -> -1994,0
14:07:22.185 -> -1994,0
14:07:22.185 -> -1994,3
14:07:22.223 -> -1994,2
14:07:22.223 -> -1994,0
14:07:22.256 -> -1994,0
14:07:22.293 -> -1994,4
14:07:22.293 -> -1994,0
14:07:22.327 -> -1994,0
14:07:22.327 -> -1994,0
14:07:22.361 -> -1994,0
14:07:22.361 -> -1994,0
14:07:22.398 -> -1994,0
14:07:22.435 -> -1994,0
14:07:22.435 -> -1994,0
14:07:22.472 -> -1994,0
14:07:22.472 -> -1994,3
14:07:22.506 -> -1994,8
14:07:22.506 -> -1994,7
14:07:22.540 -> -1994,4
14:07:22.575 -> -1994,0
14:07:22.575 -> -1994,0
14:07:22.611 -> -1994,0
14:07:22.611 -> -1994,0
14:07:22.644 -> -1994,3
14:07:22.644 -> -1994,0
14:07:22.679 -> -1994,0
14:07:22.715 -> -1994,0
14:07:22.715 -> -1994,10
14:07:22.755 -> -1994,2
14:07:22.755 -> -1994,4
14:07:22.791 -> -1994,2
14:07:22.791 -> -1994,0
14:07:22.826 -> -1994,0
14:07:22.826 -> -1994,0
14:07:22.859 -> -1994,0
14:07:22.894 -> -1994,4
14:07:22.894 -> -1994,0
14:07:22.929 -> -1994,0
14:07:22.929 -> -1994,0
14:07:22.962 -> -1994,2
14:07:22.962 -> -1994,4
14:07:22.999 -> -1994,8
14:07:23.032 -> -1994,0
14:07:23.032 -> -1994,0
14:07:23.066 -> -1994,0
14:07:23.066 -> -1994,0
14:07:23.101 -> -1994,0
14:07:23.101 -> -1994,0
14:07:23.139 -> -1994,0
14:07:23.173 -> -1994,1
14:07:23.173 -> -1994,0
14:07:23.207 -> -1994,7
14:07:23.207 -> -1994,0
14:07:23.240 -> -1994,0
14:07:23.277 -> -1994,0
14:07:23.277 -> -1994,0
14:07:23.313 -> -1994,5
14:07:23.313 -> -1994,0
14:07:23.347 -> -1994,0
14:07:23.347 -> -1994,0
14:07:23.380 -> -1994,0
14:07:23.418 -> -1994,0
14:07:23.418 -> -1994,0
14:07:23.455 -> -1994,2
14:07:23.455 -> -1994,2
14:07:23.492 -> -1994,0
14:07:23.492 -> -1994,3
14:07:23.527 -> -1994,0
14:07:23.527 -> -1994,0
14:07:23.563 -> -1994,0
14:07:23.563 -> -1994,0
14:07:23.598 -> -1994,0
14:07:23.633 -> -1994,0
14:07:23.633 -> -1994,6
14:07:23.672 -> -1994,4
14:07:23.672 -> -1994,7
14:07:23.706 -> -1994,2
14:07:23.706 -> -1994,0
14:07:23.740 -> -1994,5
14:07:23.773 -> -1994,0
14:07:23.773 -> -1994,0
14:07:23.806 -> -1994,0
14:07:23.806 -> -1994,0
14:07:23.840 -> -1994,0
14:07:23.840 -> -1994,0
14:07:23.877 -> -1994,0
14:07:23.915 -> -1994,7
14:07:23.915 -> -1994,0
14:07:23.950 -> -1994,1
14:07:23.950 -> -1994,0
14:07:23.985 -> -1994,6
14:07:23.985 -> -1994,3
14:07:24.021 -> -1994,6
14:07:24.021 -> -1994,1
14:07:24.058 -> -1994,0
14:07:24.094 -> -1994,0
14:07:24.094 -> -1994,0
14:07:24.128 -> -1994,4
14:07:24.128 -> -1994,0
14:07:24.161 -> -1994,0
14:07:24.161 -> -1994,0
14:07:24.194 -> -1994,0
14:07:24.228 -> -1994,0
14:07:24.228 -> -1994,0
14:07:24.261 -> -1994,0
14:07:24.261 -> -1994,0
14:07:24.294 -> -1994,4
14:07:24.329 -> -1994,3
14:07:24.329 -> -1994,4
14:07:24.363 -> -1994,4
14:07:24.363 -> -1994,0
14:07:24.399 -> -1994,0
14:07:24.432 -> -1994,0
14:07:24.432 -> -1994,0
14:07:24.466 -> -1994,0
14:07:24.466 -> -1994,1
14:07:24.499 -> -1994,0
14:07:24.532 -> -1994,0
14:07:24.532 -> -1994,0
14:07:24.568 -> -1994,0
14:07:24.568 -> -1994,0
14:07:24.607 -> -1994,0
14:07:24.607 -> -1994,0
14:07:24.642 -> -1994,0
14:07:24.642 -> -1994,1
14:07:24.678 -> -1994,9
14:07:24.713 -> -1994,7
14:07:24.713 -> -1994,0
14:07:24.747 -> -1994,0
14:07:24.747 -> -1994,6
14:07:24.782 -> -1994,0
14:07:24.782 -> -1994,3
14:07:24.818 -> -1994,0
14:07:24.856 -> -1994,0
14:07:24.856 -> -1994,0
14:07:24.890 -> -1994,0
14:07:24.890 -> -1994,7
14:07:24.923 -> -1994,0
14:07:24.923 -> -1994,0
14:07:24.958 -> -1994,0
14:07:24.993 -> -1994,5
14:07:24.993 -> -1994,5
14:07:25.026 -> -1994,0
14:07:25.026 -> -1994,0
14:07:25.060 -> -1994,0
14:07:25.060 -> -1994,3
14:07:25.095 -> -1994,10
14:07:25.130 -> -1994,0
14:07:25.130 -> -1994,10
14:07:25.163 -> -1994,1
14:07:25.163 -> -1994,0
14:07:25.200 -> -1994,1
14:07:25.200 -> -1994,0
14:07:25.238 -> -1994,0
14:07:25.272 -> -1994,0
14:07:25.272 -> -1994,0
14:07:25.308 -> -1994,2
14:07:25.308 -> -1994,0
14:07:25.342 -> -1994,0
14:07:25.342 -> -1994,0
14:07:25.375 -> -1994,5
14:07:25.410 -> -1994,1
14:07:25.410 -> -1994,0
14:07:25.443 -> -1994,0
14:07:25.443 -> -1994,0
14:07:25.477 -> -1994,7
14:07:25.514 -> -1994,9
14:07:25.514 -> -1994,0
14:07:25.550 -> -1994,0
14:07:25.550 -> -1994,2
14:07:25.585 -> -1994,0
14:07:25.585 -> -1994,1
14:07:25.624 -> -1994,0
14:07:25.624 -> -1994,0
14:07:25.661 -> -1994,0
14:07:25.661 -> -1994,0
14:07:25.698 -> -1994,7
14:07:25.733 -> -1994,0
14:07:25.733 -> -1994,0
14:07:25.772 -> -1994,0
14:07:25.772 -> -1994,1
14:07:25.806 -> -1994,0
14:07:25.806 -> -1994,0
14:07:25.842 -> -1994,0
14:07:25.842 -> -1994,0
14:07:25.878 -> -1994,0
14:07:25.912 -> -1994,3
14:07:25.912 -> -1994,8
14:07:25.945 -> -1994,3
14:07:25.945 -> -1994,7
14:07:25.982 -> -1994,2
14:07:25.982 -> -1994,0
14:07:26.016 -> -1994,5
14:07:26.049 -> -1994,0
14:07:26.049 -> -1994,1
14:07:26.085 -> -1994,0
14:07:26.085 -> -1994,0
14:07:26.123 -> -1994,2
14:07:26.123 -> -1994,0
14:07:26.156 -> -1994,0
14:07:26.193 -> -1994,0
14:07:26.193 -> -1994,5
14:07:26.227 -> -1994,0
14:07:26.227 -> -1994,0
14:07:26.260 -> -1994,0
14:07:26.260 -> -1994,0
14:07:26.293 -> -1994,2
14:07:26.329 -> -1994,4
14:07:26.329 -> -1994,7
14:07:26.366 -> -1994,6
14:07:26.366 -> -1994,2
14:07:26.405 -> -1994,2
14:07:26.405 -> -1994,8
14:07:26.439 -> -1994,0
14:07:26.473 -> -1994,0
14:07:26.473 -> -1994,0
14:07:26.509 -> -1994,1
14:07:26.509 -> -1994,4
14:07:26.543 -> -1994,0
14:07:26.543 -> -1994,0
14:07:26.578 -> -1994,0
14:07:26.613 -> -1994,0
14:07:26.613 -> -1994,1
14:07:26.647 -> -1994,0
14:07:26.647 -> -1994,0
14:07:26.681 -> -1994,0
14:07:26.681 -> -1994,0
14:07:26.715 -> -1994,6
14:07:26.752 -> -1994,8
14:07:26.752 -> -1994,5
14:07:26.789 -> -1994,1
14:07:26.789 -> -1994,1
14:07:26.826 -> -1994,3
14:07:26.826 -> -1994,6
14:07:26.861 -> -1994,0
14:07:26.861 -> -1994,0
14:07:26.895 -> -1994,0
14:07:26.928 -> -1994,0
14:07:26.928 -> -1994,0
14:07:26.961 -> -1994,0
14:07:26.961 -> -1994,0
14:07:26.998 -> -1994,0
14:07:27.032 -> -1994,0
14:07:27.032 -> -1994,0
14:07:27.066 -> -1994,0
14:07:27.066 -> -1994,1
14:07:27.100 -> -1994,0
14:07:27.133 -> -1994,0
14:07:27.133 -> -1994,2
14:07:27.166 -> -1994,0
14:07:27.166 -> -1994,10
14:07:27.201 -> -1994,6
14:07:27.201 -> -1994,1
14:07:27.239 -> -1994,0
14:07:27.273 -> -1994,5
14:07:27.273 -> -1994,2
14:07:27.306 -> -1994,1
14:07:27.306 -> -1994,0
14:07:27.342 -> -1994,0
14:07:27.342 -> -1994,1
14:07:27.377 -> -1994,0
14:07:27.414 -> -1994,0
14:07:27.414 -> -1994,0
14:07:27.451 -> -1994,1
14:07:27.451 -> -1994,0
14:07:27.491 -> -1994,0
14:07:27.491 -> -1994,0
14:07:27.526 -> -1994,0
14:07:27.526 -> -1994,0
14:07:27.563 -> -1994,0
14:07:27.563 -> -1994,1
14:07:27.599 -> -1994,0
14:07:27.633 -> -1994,5
14:07:27.633 -> -1994,0
14:07:27.667 -> -1994,0
14:07:27.667 -> -1994,3
14:07:27.701 -> -1994,7
14:07:27.701 -> -1994,5
14:07:27.739 -> -1994,7
14:07:27.774 -> -1994,4
14:07:27.774 -> -1994,3
14:07:27.808 -> -1994,0
14:07:27.808 -> -1994,0
14:07:27.844 -> -1994,0
14:07:27.844 -> -1994,0
14:07:27.879 -> -1994,0
14:07:27.915 -> -1994,1
14:07:27.915 -> -1994,0
14:07:27.950 -> -1994,0
14:07:27.950 -> -1994,0
14:07:27.984 -> -1994,0
14:07:27.984 -> -1994,0
14:07:28.019 -> -1994,0
14:07:28.054 -> -1994,0
14:07:28.054 -> -1994,7
14:07:28.088 -> -1994,7
14:07:28.088 -> -1994,7
14:07:28.122 -> -1994,0
14:07:28.122 -> -1994,0
14:07:28.156 -> -1994,8
14:07:28.189 -> -1994,4
14:07:28.189 -> -1994,2
14:07:28.223 -> -1994,1
14:07:28.223 -> -1994,0
14:07:28.256 -> -1994,0
14:07:28.291 -> -1994,2
14:07:28.291 -> -1994,3
14:07:28.324 -> -1994,0
14:07:28.324 -> -1994,0
14:07:28.360 -> -1994,0
14:07:28.360 -> -1994,0
14:07:28.394 -> -1994,0
14:07:28.429 -> -1994,0
14:07:28.429 -> -1994,0
14:07:28.465 -> -1994,0
14:07:28.465 -> -1994,0
14:07:28.501 -> -1994,0
14:07:28.501 -> -1994,0
14:07:28.536 -> -1994,0
14:07:28.571 -> -1994,0
14:07:28.571 -> -1994,7
14:07:28.606 -> -1994,3
14:07:28.606 -> -1994,1
14:07:28.640 -> -1994,8
14:07:28.640 -> -1994,0
14:07:28.675 -> -1994,2
14:07:28.709 -> -1994,7
14:07:28.709 -> -1994,10
14:07:28.742 -> -1994,11
14:07:28.742 -> -1994,0
14:07:28.776 -> -1994,0
14:07:28.812 -> -1994,7
14:07:28.812 -> -1994,1
14:07:28.846 -> -1994,6
14:07:28.846 -> -1994,0
14:07:28.883 -> -1994,0
14:07:28.883 -> -1994,0
14:07:28.921 -> -1994,0
14:07:28.921 -> -1994,0
14:07:28.956 -> -1994,0
14:07:28.989 -> -1994,0
14:07:28.989 -> -1994,0
14:07:29.023 -> -1994,0
14:07:29.023 -> -1994,1
14:07:29.056 -> -1994,0
14:07:29.093 -> -1994,6
14:07:29.093 -> -1994,3
14:07:29.130 -> -1994,3
14:07:29.130 -> -1994,0
14:07:29.165 -> -1994,0
14:07:29.165 -> -1994,11
14:07:29.201 -> -1994,0
14:07:29.201 -> -1994,0
14:07:29.235 -> -1994,10
14:07:29.273 -> -1994,1
14:07:29.273 -> -1994,5
14:07:29.306 -> -1994,10
14:07:29.306 -> -1994,0
14:07:29.343 -> -1994,2
14:07:29.343 -> -1994,8
14:07:29.380 -> -1994,0
14:07:29.380 -> -1994,0
14:07:29.413 -> -1994,4
14:07:29.446 -> -1994,0
14:07:29.446 -> -1994,0
14:07:29.480 -> -1994,0
14:07:29.480 -> -1994,0
14:07:29.516 -> -1994,0
14:07:29.556 -> -1994,0
14:07:29.556 -> -1994,0
14:07:29.589 -> -1994,0
14:07:29.589 -> -1994,3
14:07:29.626 -> -1994,8
14:07:29.626 -> -1994,1
14:07:29.660 -> -1994,4
14:07:29.660 -> -1994,0
14:07:29.693 -> -1994,0
14:07:29.726 -> -1994,0
14:07:29.726 -> -1994,5
14:07:29.761 -> -1994,6
14:07:29.761 -> -1994,10
14:07:29.794 -> -1994,0
14:07:29.830 -> -1994,3
14:07:29.830 -> -1994,1
14:07:29.867 -> -1994,12
14:07:29.867 -> -1994,0
14:07:29.900 -> -1994,0
14:07:29.900 -> -1994,7
14:07:29.934 -> -1994,0
14:07:29.968 -> -1994,0
14:07:29.968 -> -1994,0
14:07:30.006 -> -1994,0
14:07:30.006 -> -1994,0
14:07:30.040 -> -1994,0
14:07:30.073 -> -1994,0
14:07:30.073 -> -1994,0
14:07:30.106 -> -1994,2
14:07:30.106 -> -1994,0
14:07:30.140 -> -1994,0
14:07:30.140 -> -1994,0
14:07:30.177 -> -1994,0
14:07:30.214 -> -1994,0
14:07:30.214 -> -1994,0
14:07:30.251 -> -1994,0
14:07:30.251 -> -1994,0
14:07:30.290 -> -1994,0
14:07:30.290 -> -1994,9
14:07:30.325 -> -1994,0
14:07:30.325 -> -1994,0
14:07:30.359 -> -1994,3
14:07:30.359 -> -1994,7
14:07:30.393 -> -1994,3
14:07:30.428 -> -1994,3
14:07:30.428 -> -1994,12
14:07:30.461 -> -1994,0
14:07:30.461 -> -1994,0
14:07:30.495 -> -1994,3
14:07:30.529 -> -1994,9
14:07:30.529 -> -1994,0
14:07:30.562 -> -1994,0
14:07:30.562 -> -1994,0
14:07:30.598 -> -1994,0
14:07:30.631 -> -1994,11
14:07:30.631 -> -1994,0
14:07:30.667 -> -1994,0
14:07:30.667 -> -1994,0
14:07:30.705 -> -1994,0
14:07:30.705 -> -1994,0
14:07:30.739 -> -1994,0
14:07:30.739 -> -1994,0
14:07:30.772 -> -1994,0
14:07:30.806 -> -1994,0
14:07:30.806 -> -1994,0
14:07:30.842 -> -1994,0
14:07:30.842 -> -1994,2
14:07:30.878 -> -1994,2
14:07:30.912 -> -1994,0
14:07:30.912 -> -1994,0
14:07:30.946 -> -1994,0
14:07:30.946 -> -1994,2
14:07:30.979 -> -1994,4
14:07:30.979 -> -1994,4
14:07:31.015 -> -1994,4
14:07:31.049 -> -1994,5
14:07:31.049 -> -1994,11
14:07:31.082 -> -1994,3
14:07:31.082 -> -1994,2
14:07:31.116 -> -1994,10
14:07:31.151 -> -1994,10
14:07:31.151 -> -1994,1
14:07:31.189 -> -1994,2
14:07:31.189 -> -1994,5
14:07:31.222 -> -1994,0
14:07:31.222 -> -1994,0
14:07:31.256 -> -1994,0
14:07:31.289 -> -1994,4
14:07:31.289 -> -1994,2
14:07:31.322 -> -1994,0
14:07:31.322 -> -1994,0
14:07:31.356 -> -1994,0
14:07:31.391 -> -1994,0
14:07:31.391 -> -1994,0
14:07:31.425 -> -1994,0
14:07:31.425 -> -1994,0
14:07:31.459 -> -1994,0
14:07:31.459 -> -1994,0
14:07:31.494 -> -1994,0
14:07:31.531 -> -1994,0
14:07:31.531 -> -1994,0
14:07:31.564 -> -1994,0
14:07:31.564 -> -1994,0
14:07:31.600 -> -1994,0
14:07:31.600 -> -1994,0
14:07:31.634 -> -1994,0
14:07:31.672 -> -1994,0
14:07:31.672 -> -1994,0
14:07:31.706 -> -1994,0
14:07:31.706 -> -1994,1
14:07:31.739 -> -1994,4
14:07:31.739 -> -1994,0
14:07:31.772 -> -1994,3
14:07:31.806 -> -1994,11
14:07:31.806 -> -1994,0
14:07:31.843 -> -1994,4
14:07:31.843 -> -1994,1
14:07:31.880 -> -1994,0
14:07:31.880 -> -1994,5
14:07:31.914 -> -1994,2
14:07:31.950 -> -1994,7
14:07:31.950 -> -1994,0
14:07:31.989 -> -1994,0
14:07:31.989 -> -1994,8
14:07:32.022 -> -1994,9
14:07:32.022 -> -1994,1
14:07:32.056 -> -1994,0
14:07:32.089 -> -1994,0
14:07:32.089 -> -1994,0
14:07:32.124 -> -1994,0
14:07:32.124 -> -1994,2
14:07:32.159 -> -1994,8
14:07:32.159 -> -1994,3
14:07:32.195 -> -1994,0
14:07:32.229 -> -1994,0
14:07:32.229 -> -1994,0
14:07:32.266 -> -1994,0
14:07:32.266 -> -1994,2
14:07:32.304 -> -1994,0
14:07:32.304 -> -1994,0
14:07:32.339 -> -1994,0
14:07:32.339 -> -1994,0
14:07:32.372 -> -1994,0
14:07:32.409 -> -1994,0
14:07:32.409 -> -1994,0
14:07:32.442 -> -1994,0
14:07:32.442 -> -1994,0
14:07:32.476 -> -1994,0
14:07:32.510 -> -1994,0
14:07:32.510 -> -1994,1
14:07:32.543 -> -1994,12
14:07:32.543 -> -1994,0
14:07:32.577 -> -1994,0
14:07:32.610 -> -1994,0
14:07:32.610 -> -1994,0
14:07:32.643 -> -1994,0
14:07:32.643 -> -1994,0
14:07:32.677 -> -1994,10
14:07:32.710 -> -1994,10
14:07:32.710 -> -1994,0
14:07:32.744 -> -1994,0
14:07:32.744 -> -1994,4
14:07:32.777 -> -1994,1
14:07:32.810 -> -1994,3
14:07:32.810 -> -1994,5
14:07:32.845 -> -1994,0
14:07:32.845 -> -1994,7
14:07:32.879 -> -1994,6
14:07:32.879 -> -1994,2
14:07:32.917 -> -1994,5
14:07:32.953 -> -1994,3
14:07:32.953 -> -1994,0
14:07:32.988 -> -1994,12
14:07:32.988 -> -1994,0
14:07:33.022 -> -1994,0
14:07:33.022 -> -1994,0
14:07:33.056 -> -1994,5
14:07:33.089 -> -1994,11
14:07:33.089 -> -1994,0
14:07:33.122 -> -1994,0
14:07:33.122 -> -1994,6
14:07:33.156 -> -1994,4
14:07:33.189 -> -1994,0
14:07:33.189 -> -1994,0
14:07:33.223 -> -1994,6
14:07:33.223 -> -1994,11
14:07:33.256 -> -1994,0
14:07:33.293 -> -1994,0
14:07:33.293 -> -1994,0
14:07:33.327 -> -1994,6
14:07:33.327 -> -1994,1
14:07:33.362 -> -1994,0
14:07:33.362 -> -1994,0
14:07:33.399 -> -1994,0
14:07:33.399 -> -1994,0
14:07:33.432 -> -1994,0
14:07:33.472 -> -1994,0
14:07:33.472 -> -1994,0
14:07:33.511 -> -1994,0
14:07:33.511 -> -1994,0
14:07:33.544 -> -1994,0
14:07:33.544 -> -1994,0
14:07:33.577 -> -1994,3
14:07:33.611 -> -1994,0
14:07:33.611 -> -1994,0
14:07:33.645 -> -1994,0
14:07:33.645 -> -1994,0
14:07:33.678 -> -1994,0
14:07:33.678 -> -1994,0
14:07:33.712 -> -1994,0
14:07:33.745 -> -1994,2
14:07:33.745 -> -1994,0
14:07:33.780 -> -1994,0
14:07:33.780 -> -1994,0
14:07:33.814 -> -1994,0
14:07:33.850 -> -1994,0
14:07:33.850 -> -1994,0
14:07:33.884 -> -1994,0
14:07:33.884 -> -1994,1
14:07:33.921 -> -1994,0
14:07:33.921 -> -1994,0
14:07:33.956 -> -1994,0
14:07:33.989 -> -1994,0
14:07:33.989 -> -1994,0
14:07:34.022 -> -1994,0
14:07:34.022 -> -1994,0
14:07:34.056 -> -1994,0
14:07:34.090 -> -1994,0
14:07:34.090 -> -1994,0
14:07:34.126 -> -1994,0
14:07:34.126 -> -1994,1
14:07:34.159 -> -1994,0
14:07:34.159 -> -1994,0
14:07:34.193 -> -1994,7
14:07:34.226 -> -1994,0
14:07:34.226 -> -1994,0
14:07:34.259 -> -1994,0
14:07:34.259 -> -1994,0
14:07:34.293 -> -1994,0
14:07:34.326 -> -1994,3
14:07:34.326 -> -1994,0
14:07:34.361 -> -1994,0
14:07:34.361 -> -1994,0
14:07:34.396 -> -1994,0
14:07:34.432 -> -1994,0
14:07:34.432 -> -1994,6
14:07:34.465 -> -1994,0
14:07:34.465 -> -1994,0
14:07:34.504 -> -1994,0
14:07:34.504 -> -1994,0
14:07:34.538 -> -1994,0
14:07:34.538 -> -1994,0
14:07:34.572 -> -1994,0
14:07:34.607 -> -1994,0
14:07:34.607 -> -1994,0
14:07:34.642 -> -1994,0
14:07:34.642 -> -1994,0
14:07:34.676 -> -1994,0
14:07:34.710 -> -1994,0
14:07:34.710 -> -1994,0
14:07:34.744 -> -1994,0
14:07:34.744 -> -1994,0
14:07:34.777 -> -1994,0
14:07:34.814 -> -1994,0
14:07:34.814 -> -1994,0
14:07:34.850 -> -1994,0
14:07:34.850 -> -1994,0
14:07:34.884 -> -1994,0
14:07:34.884 -> -1994,0
14:07:34.923 -> -1994,0
14:07:34.923 -> -1994,0
14:07:34.959 -> -1994,0
14:07:34.959 -> -1994,0
14:07:34.994 -> -1994,0
14:07:35.027 -> -1994,0
14:07:35.027 -> -1994,0
14:07:35.064 -> -1994,0
14:07:35.064 -> -1994,0
14:07:35.097 -> -1994,1
14:07:35.130 -> -1994,0
14:07:35.130 -> -1994,0
14:07:35.166 -> -1994,0
14:07:35.166 -> -1994,0
14:07:35.199 -> -1994,0
14:07:35.199 -> -1994,0
14:07:35.232 -> -1994,0
14:07:35.265 -> -1994,0
14:07:35.265 -> -1994,0
14:07:35.300 -> -1994,0
14:07:35.300 -> -1994,1
14:07:35.338 -> -1994,0
14:07:35.338 -> -1994,0
14:07:35.372 -> -1994,0
14:07:35.408 -> -1994,0
14:07:35.408 -> -1994,0
14:07:35.445 -> -1994,0
14:07:35.445 -> -1994,0
14:07:35.482 -> -1994,0
14:07:35.482 -> -1994,0
14:07:35.516 -> -1994,0
14:07:35.554 -> -1994,0
14:07:35.554 -> -1994,0
14:07:35.589 -> -1994,0
14:07:35.589 -> -1994,3
14:07:35.624 -> -1994,0
14:07:35.624 -> -1994,0
14:07:35.661 -> -1994,0
14:07:35.661 -> -1994,0
14:07:35.699 -> -1994,0
14:07:35.699 -> -1994,3
14:07:35.734 -> -1994,0
14:07:35.773 -> -1994,0
14:07:35.773 -> -1994,0
14:07:35.811 -> -1994,4
14:07:35.811 -> -1994,0
14:07:35.846 -> -1994,0
14:07:35.846 -> -1994,0
14:07:35.883 -> -1994,9
14:07:35.883 -> -1994,2
14:07:35.938 -> -1994,1
14:07:35.938 -> -1994,0
14:07:35.955 -> -1994,8
14:07:35.994 -> -1994,5
14:07:35.994 -> -1994,0
14:07:36.030 -> -1994,3
14:07:36.030 -> -1994,2
14:07:36.063 -> -1994,0
14:07:36.063 -> -1994,3
14:07:36.100 -> -1994,1
14:07:36.100 -> -1994,0
14:07:36.138 -> -1994,0
14:07:36.173 -> -1994,4
14:07:36.173 -> -1994,0
14:07:36.211 -> -1994,3
14:07:36.211 -> -1994,2
14:07:36.244 -> -1994,1
14:07:36.244 -> -1994,5
14:07:36.278 -> -1994,2
14:07:36.278 -> -1994,0
14:07:36.314 -> -1994,0
14:07:36.349 -> -1994,8
14:07:36.349 -> -1994,3
14:07:36.384 -> -1994,0
14:07:36.384 -> -1994,0
14:07:36.419 -> -1994,0
14:07:36.419 -> -1994,3
14:07:36.457 -> -1994,0
14:07:36.490 -> -1994,0
14:07:36.490 -> -1994,2
14:07:36.527 -> -1994,5
14:07:36.527 -> -1994,0
14:07:36.562 -> -1994,0
14:07:36.562 -> -1994,0
14:07:36.599 -> -1994,0
14:07:36.599 -> -1994,0
14:07:36.632 -> -1994,0
14:07:36.667 -> -1994,0
14:07:36.667 -> -1994,1
14:07:36.700 -> -1994,0
14:07:36.700 -> -1994,0
14:07:36.736 -> -1994,0
14:07:36.772 -> -1994,0
14:07:36.772 -> -1994,0
14:07:36.806 -> -1994,0
14:07:36.806 -> -1994,0
14:07:36.843 -> -1994,0
14:07:36.843 -> -1994,0
14:07:36.876 -> -1994,0
14:07:36.912 -> -1994,0
14:07:36.912 -> -1994,0
14:07:36.945 -> -1994,1
14:07:36.945 -> -1994,0
14:07:36.978 -> -1994,0
14:07:36.978 -> -1994,1
14:07:37.014 -> -1994,7
14:07:37.051 -> -1994,0
14:07:37.051 -> -1994,0
14:07:37.089 -> -1994,2
14:07:37.089 -> -1994,5
14:07:37.122 -> -1994,0
14:07:37.122 -> -1994,0
14:07:37.155 -> -1994,8
14:07:37.189 -> -1994,0
14:07:37.189 -> -1994,0
14:07:37.222 -> -1994,6
14:07:37.222 -> -1994,1
14:07:37.255 -> -1994,3
14:07:37.289 -> -1994,4
14:07:37.289 -> -1994,8
14:07:37.322 -> -1994,3
14:07:37.322 -> -1994,0
14:07:37.355 -> -1994,0
14:07:37.389 -> -1994,5
14:07:37.389 -> -1994,2
14:07:37.422 -> -1994,0
14:07:37.422 -> -1994,2
14:07:37.459 -> -1994,3
14:07:37.459 -> -1994,0
14:07:37.494 -> -1994,0
14:07:37.528 -> -1994,0
14:07:37.528 -> -1994,0
14:07:37.562 -> -1994,0
14:07:37.562 -> -1994,0
14:07:37.596 -> -1994,0
14:07:37.630 -> -1994,1
14:07:37.630 -> -1994,0
14:07:37.664 -> -1994,0
14:07:37.664 -> -1994,0
14:07:37.699 -> -1994,0
14:07:37.699 -> -1994,0
14:07:37.736 -> -1994,0
14:07:37.772 -> -1994,0
14:07:37.772 -> -1994,0
14:07:37.805 -> -1994,0
14:07:37.805 -> -1994,0
14:07:37.841 -> -1994,4
14:07:37.841 -> -1994,0
14:07:37.876 -> -1994,0
14:07:37.911 -> -1994,5
14:07:37.911 -> -1994,0
14:07:37.944 -> -1994,0
14:07:37.944 -> -1994,0
14:07:37.979 -> -1994,7
14:07:37.979 -> -1994,0
14:07:38.015 -> -1994,5
14:07:38.051 -> -1994,0
14:07:38.051 -> -1994,4
14:07:38.085 -> -1994,6
14:07:38.085 -> -1994,0
14:07:38.122 -> -1994,0
14:07:38.122 -> -1994,3
14:07:38.155 -> -1994,3
14:07:38.190 -> -1994,0
14:07:38.190 -> -1994,3
14:07:38.225 -> -1994,1
14:07:38.225 -> -1994,0
14:07:38.262 -> -1994,0
14:07:38.262 -> -1994,0
14:07:38.299 -> -1994,0
14:07:38.299 -> -1994,0
14:07:38.333 -> -1994,0
14:07:38.366 -> -1994,0
14:07:38.366 -> -1994,0
14:07:38.406 -> -1994,0
14:07:38.406 -> -1994,7
14:07:38.444 -> -1994,0
14:07:38.444 -> -1994,0
14:07:38.480 -> -1994,2
14:07:38.480 -> -1994,0
14:07:38.517 -> -1994,2
14:07:38.550 -> -1994,3
14:07:38.550 -> -1994,4
14:07:38.583 -> -1994,0
14:07:38.583 -> -1994,3
14:07:38.622 -> -1994,1
14:07:38.622 -> -1994,7
14:07:38.655 -> -1994,1
14:07:38.690 -> -1994,1
14:07:38.690 -> -1994,0
14:07:38.724 -> -1994,4
14:07:38.724 -> -1994,2
14:07:38.758 -> -1994,0
14:07:38.758 -> -1994,0
14:07:38.792 -> -1994,4
14:07:38.826 -> -1994,6
14:07:38.826 -> -1994,6
14:07:38.860 -> -1994,1
14:07:38.860 -> -1994,0
14:07:38.893 -> -1994,0
14:07:38.927 -> -1994,0
14:07:38.927 -> -1994,0
14:07:38.962 -> -1994,0
14:07:38.962 -> -1994,0
14:07:38.995 -> -1994,0
14:07:39.032 -> -1994,3
14:07:39.032 -> -1994,0
14:07:39.072 -> -1994,0
14:07:39.072 -> -1994,0
14:07:39.105 -> -1994,0
14:07:39.105 -> -1994,0
14:07:39.139 -> -1994,0
14:07:39.139 -> -1994,7
14:07:39.172 -> -1994,5
14:07:39.205 -> -1994,0
14:07:39.205 -> -1994,0
14:07:39.239 -> -1994,7
14:07:39.239 -> -1994,0
14:07:39.275 -> -1994,0
14:07:39.309 -> -1994,5
14:07:39.309 -> -1994,3
14:07:39.344 -> -1994,0
14:07:39.344 -> -1994,6
14:07:39.379 -> -1994,8
14:07:39.379 -> -1994,0
14:07:39.413 -> -1994,2
14:07:39.446 -> -1994,6
14:07:39.446 -> -1994,0
14:07:39.480 -> -1994,0
14:07:39.480 -> -1994,0
14:07:39.514 -> -1994,0
14:07:39.550 -> -1994,0
14:07:39.550 -> -1994,0
14:07:39.585 -> -1994,0
14:07:39.585 -> -1994,0
