time,altitude,pressure,temperature,in-flight,ejection fired,backup fire,accel (x),accel (y),accel (z),rot.spd.xyz,,,,Acceleration
538,671,27979,27,0,0,0,-4.2,0.37,8.68,-0.66,-4.18,-1.05,1,9.649834195
633,671,27983,27,0,0,0,-2.5,0.37,8.95,-5.47,27.55,-4.14,2,9.299967742
711,670,27986,27,0,0,0,-5.26,0.03,8.22,0.51,-9.62,-1.63,3,9.758939492
789,670,27987,27,0,0,0,-3.13,0.57,8.57,-1.66,2.27,-5.08,4,9.141482374
868,671,27988,27,0,0,0,-5.02,0.2,8.59,-1.42,2.51,-1.75,5,9.951306447
946,671,27986,27,0,0,0,-4.19,0.25,8.73,1.92,-19.92,-2.85,6,9.686666093
1024,670,27984,27,0,0,0,-3.71,0.45,8.77,0.11,-8.81,-1.42,7,9.533074006
1102,670,27988,27,0,0,0,-3.92,0.48,8.68,-2.01,6.95,-1.75,8,9.536204696
1180,670,27987,27,0,0,0,-4.41,0.4,8.68,-1.6,4.23,-1.5,9,9.744254718
1265,670,27981,27,0,0,0,-4.22,0.35,8.59,-0.45,-4.94,-1.21,10,9.577003707
1343,670,27987,27,0,0,0,-4.06,0.39,8.69,-0.83,-1.06,-1.27,11,9.599572907
1421,670,27993,27,0,0,0,-4.19,0.37,8.59,-1.19,2.25,-1.46,12,9.564575265
1585,671,27986,27,0,0,0,-4.14,0.35,8.73,-0.93,-0.85,-1.2,13,9.668246997
1680,670,27985,27,0,0,0,-4.17,0.34,8.69,-1.24,0.32,-1.38,14,9.644718762
1758,670,27989,27,0,0,0,-4.21,0.3,8.58,-0.7,-1.02,-1.33,15,9.561929722
1836,670,27984,27,0,0,0,-4.15,0.32,8.75,-0.97,0.02,-1.3,16,9.689551073
1914,670,27990,27,0,0,0,-4.22,0.38,8.65,-1.17,0.26,-1.33,17,9.631993563
1992,670,27991,27,0,0,0,-4.2,0.41,8.68,-1.01,-0.83,-1.45,18,9.651450668
2073,671,27991,27,0,0,0,-4.17,0.34,8.55,-1.19,0,-1.35,19,9.518770929
2152,670,27992,27,0,0,0,-4.21,0.39,8.67,-0.99,0.27,-1.33,20,9.645988804
2230,670,27989,27,0,0,0,-4.2,0.37,8.74,-1.12,-0.53,-1.58,21,9.703839446
2308,670,27991,27,0,0,0,-4.19,0.35,8.77,-1.16,-0.24,-1.42,22,9.725816161
2386,670,27990,27,0,0,0,-4.2,0.38,8.57,-0.93,-0.11,-1.24,23,9.551403038
2464,670,27990,27,0,0,0,-4.22,0.34,8.67,-1.09,-0.56,-1.16,24,9.648466199
2628,670,27992,27,0,0,0,-4.17,0.42,8.63,-0.94,-0.33,-1.25,25,9.593862621
2724,670,27993,27,0,0,0,-4.17,0.37,8.71,-0.94,-0.11,-1.37,26,9.66384499
2803,670,27993,27,0,0,0,-4.22,0.4,8.64,-1.07,-0.25,-1.53,27,9.623824604
2884,670,27995,27,0,0,0,-4.23,0.41,8.67,-0.91,-0.7,-1.53,28,9.655563163
2962,671,27990,27,0,0,0,-4.22,0.34,8.75,-1.16,0.02,-1.22,29,9.720416658
3041,670,27986,27,0,0,0,-4.22,0.39,8.66,-0.89,-0.27,-1.34,30,9.641374383
3119,670,27986,27,0,0,0,-4.2,0.38,8.72,-1.05,-0.21,-1.42,31,9.686217012
3196,670,27994,27,0,0,0,-4.28,0.36,8.67,-1.03,-0.08,-1.08,32,9.67558267
3275,670,27992,27,0,0,0,-4.12,0.32,8.71,-0.86,-0.27,-1.34,33,9.640586082
3353,670,27983,27,0,0,0,-4.2,0.39,8.57,-0.92,-0.3,-1.44,34,9.551806112
3431,670,27996,27,0,0,0,-4.13,0.31,8.68,-0.92,-0.37,-1.4,35,9.617452885
3510,670,27988,27,0,0,0,-4.18,0.43,8.64,-0.75,-0.4,-1.27,36,9.607647995
3684,670,27995,27,0,0,0,-4.14,0.35,8.63,-1.18,-0.25,-1.52,37,9.578047818
3779,670,27999,27,0,0,0,-4.19,0.41,8.67,-0.95,-0.46,-1.42,38,9.638106661
3858,669,27997,27,0,0,0,-4.19,0.34,8.73,-1.03,-0.32,-1.42,39,9.689406587
3936,669,27992,27,0,0,0,-4.19,0.37,8.65,-1.14,-0.13,-1.28,40,9.618497804
4014,669,27997,27,0,0,0,-4.25,0.36,8.65,-0.85,-0.63,-1.45,41,9.644407706
4092,669,27999,27,0,0,0,-4.14,0.35,8.64,-1.03,-0.14,-1.32,42,9.587058986
4170,669,28003,27,0,0,0,-4.24,0.35,8.65,-1.01,-0.41,-1.22,43,9.639636923
4248,669,27998,27,0,0,0,-4.18,0.36,8.62,-0.98,-0.11,-1.21,44,9.586782568
4330,669,28000,27,0,0,0,-4.21,0.4,8.69,-0.94,0.08,-1.33,45,9.66437789
4408,669,28001,27,0,0,0,-4.2,0.35,8.61,-1.03,-0.63,-1.49,46,9.586167117
4487,670,28000,27,0,0,0,-4.2,0.38,8.73,-1.01,-0.55,-1.23,47,9.695220472
4564,670,27999,27,0,0,0,-4.22,0.35,8.67,-1.1,-0.56,-1.49,48,9.648823763
4728,670,27990,27,0,0,0,-4.18,0.4,8.75,-1.03,-0.17,-1.44,49,9.70540571
4825,670,27999,27,0,0,0,-4.23,0.35,8.62,-0.94,-0.51,-1.37,50,9.608319312
4903,670,27998,27,0,0,0,-4.15,0.36,8.67,-0.96,-0.03,-1.27,51,9.618783707
4981,670,27997,27,0,0,0,-4.16,0.34,8.67,-1.12,-0.38,-1.33,52,9.622374967
5059,669,28000,27,0,0,0,-4.15,0.43,8.67,-0.89,-0.32,-1.21,53,9.621657861
5141,670,27997,27,0,0,0,-4.08,0.33,8.69,-1.53,0.31,-1.57,54,9.605800331
5219,669,27996,27,0,0,0,-4.17,0.41,8.63,-0.74,-0.75,-1.37,55,9.593430044
5297,670,27999,27,0,0,0,-4.17,0.42,8.62,-1.07,0.01,-1.21,56,9.584868283
5376,670,27994,27,0,0,0,-4.17,0.35,8.71,-0.94,-0.08,-1.25,57,9.663099917
5453,669,27996,27,0,0,0,-4.15,0.37,8.78,-0.8,-0.63,-1.37,58,9.718425798
5531,669,28001,27,0,0,0,-4.2,0.37,8.69,-1.1,0.27,-1.34,59,9.658830157
5610,669,27993,27,0,0,0,-4.22,0.4,8.57,-0.6,-0.2,-1.26,60,9.561030279
5774,670,27991,27,0,0,0,-4.21,0.35,8.76,-0.69,-0.31,-1.19,61,9.725440864
5854,670,27995,27,0,0,0,-4.2,0.38,8.73,-1,-0.25,-1.18,62,9.695220472
5936,669,27999,27,0,0,0,-4.21,0.36,8.64,-0.98,-0.29,-1.56,63,9.617863588
6013,669,27996,27,0,0,0,-4.15,0.51,8.5,-0.18,-0.44,-1.23,64,9.472729279
6091,670,27999,27,0,0,0,-4.1,0.41,8.56,-1.54,-0.96,-1.74,65,9.500089473
6170,670,27997,27,0,0,0,-4.3,0.34,8.66,-0.94,1.08,-1.28,66,9.674771315
6248,669,27993,27,0,0,0,-4.28,0.38,8.6,-0.76,-0.86,-1.21,67,9.613677756
6326,670,27999,27,0,0,0,-4.13,0.41,8.61,-1.01,-0.34,-1.34,68,9.558090814
6405,670,27994,27,0,0,0,-4.18,0.41,8.62,-1.19,0.45,-1.22,69,9.58879033
6482,670,27993,27,0,0,0,-4.02,0.38,8.44,-0.79,-0.76,-1.31,70,9.356195808
6575,670,27995,27,0,0,0,-4.17,0.35,8.69,-0.95,-0.27,-1.26,71,9.645076464
6652,669,27998,27,0,0,0,-4.16,0.37,8.74,-1.27,0.47,-1.41,72,9.686593829
6819,669,27996,27,0,0,0,-4.19,0.42,8.58,-0.98,-0.82,-1.31,73,9.557661848
6899,670,27991,27,0,0,0,-4.19,0.36,8.69,-1.12,0.22,-1.4,74,9.654107934
6978,670,27996,27,0,0,0,-4.27,0.4,8.59,-0.89,-0.32,-1.27,75,9.601093688
7056,669,27992,27,0,0,0,-4.19,0.4,8.68,-0.74,-0.26,-1.41,76,9.646683368
7134,670,27992,27,0,0,0,-4.16,0.38,8.65,-1.24,-0.6,-1.14,77,9.605857588
7213,670,27993,27,0,0,0,-4.07,0.23,8.67,-1.82,-2.85,-1.53,78,9.580537563
7290,670,27990,27,0,0,0,-4.09,0.34,8.83,-0.24,-0.21,-1.34,79,9.737176182
7371,669,27994,27,0,0,0,-4.29,0.34,8.75,-0.52,-0.98,-1.43,80,9.751010204
7450,670,27998,27,0,0,0,-4.18,-0.09,9.64,7.88,-6.19,-7.45,81,10.50762104
7528,669,28000,27,0,0,0,-2.42,-0.26,8.66,28.27,-3.71,-51.32,82,8.995532224
7607,670,27993,27,0,0,0,-5.13,-0.08,9.08,29.62,41.92,-59.32,83,10.42927131
7685,669,27999,27,0,0,0,-8.26,1.4,9.43,-17.45,22.45,1.07,84,12.61398034
7851,670,28000,27,0,0,0,-3.01,0.12,7.29,0.34,-9.28,5.01,85,7.887876774
7931,669,27993,27,0,0,0,-4.69,0.4,8.58,-1.27,-3.8,0.81,86,9.786342524
8009,670,27997,27,0,0,0,-4.42,0.32,8.51,-1.27,1.07,0.47,87,9.59473293
8088,670,27996,27,0,0,0,-4.86,0.41,8.41,-0.54,-2.02,-1.73,88,9.721923678
8169,669,27994,27,0,0,0,-4.94,0.57,8.46,-3.21,-5.49,-0.89,89,9.813261435
8248,670,27989,27,0,0,0,-4.46,0.43,8.43,-1.01,-2.69,-1.56,90,9.546800511
8326,670,27993,27,0,0,0,-4.68,0.42,8.49,-0.63,-5.74,-1.27,91,9.703550896
8403,670,27991,27,0,0,0,-4.37,0.42,8.58,-0.09,-8.56,-1.33,92,9.637930276
8482,670,27983,27,0,0,0,-4.34,0.4,8.64,-0.86,-4.55,-1.5,93,9.677045004
8560,670,27994,27,0,0,0,-4.27,0.37,8.73,-0.43,-0.85,-1.26,94,9.725363746
8638,670,27994,27,0,0,0,-4.31,0.49,8.48,-1.2,-0.41,-1.36,95,9.525051181
8717,670,27996,27,0,0,0,-4.23,0.46,8.61,-1.04,-0.53,-1.37,96,9.603988755
8886,670,27997,27,0,0,0,-4.33,0.53,8.61,-0.9,-0.48,-1.37,97,9.652041235
8967,670,27997,27,0,0,0,-4.32,0.51,8.75,-1.02,-0.47,-1.35,98,9.771642646
9044,670,27993,27,0,0,0,-4.29,0.42,8.57,-0.79,-0.48,-1.37,99,9.592987022
9122,670,27995,27,0,0,0,-4.26,0.43,8.72,-0.93,-0.24,-1.31,100,9.714468591
9201,670,27993,27,0,0,0,-4.27,0.45,8.59,-0.99,-0.18,-1.54,101,9.603306722
9279,670,27987,27,0,0,0,-4.25,0.49,8.55,-1.15,-0.3,-1.11,102,9.560601446
9357,670,27992,27,0,0,0,-4.36,0.43,8.67,-1.26,-0.53,-1.31,103,9.714082561
9436,670,27993,27,0,0,0,-4.21,0.5,8.59,-0.97,-0.37,-1.44,104,9.579258844
9513,670,27997,27,0,0,0,-4.3,0.42,8.64,-1.06,-0.19,-1.35,105,9.660020704
9594,670,27992,27,0,0,0,-4.28,0.45,8.64,-1.04,-0.24,-1.46,106,9.652486726
9673,670,27991,27,0,0,0,-4.3,0.48,8.68,-0.87,-0.53,-1.15,107,9.698597837
9751,670,27996,27,0,0,0,-4.26,0.4,8.66,-0.95,-0.47,-1.23,108,9.659358157
9917,670,27984,27,0,0,0,-4.25,0.49,8.66,-0.98,-0.2,-1.23,109,9.659099337
9998,670,27993,27,0,0,0,-4.28,0.49,8.63,-1.05,-0.1,-1.26,110,9.645485991
10076,670,27986,27,0,0,0,-4.23,0.47,8.63,-0.97,-0.41,-1.2,111,9.622406144
10155,670,27992,27,0,0,0,-4.21,0.45,8.68,-1,-0.3,-1.46,112,9.657587691
10232,670,27987,27,0,0,0,-4.27,0.44,8.61,-1.13,-0.27,-1.41,113,9.620738017
10311,670,27997,27,0,0,0,-4.29,0.43,8.56,-0.95,-0.21,-1.34,114,9.5844979
10392,669,27998,27,0,0,0,-4.23,0.45,8.58,-1.04,-0.47,-1.45,115,9.576627799
10470,670,27999,27,0,0,0,-4.3,0.47,8.57,-1.11,-0.22,-1.35,116,9.599781248
10549,669,27999,27,0,0,0,-4.29,0.44,8.59,-1.11,-0.14,-1.27,117,9.611753222
10627,669,27996,27,0,0,0,-4.31,0.49,8.58,-0.97,-0.31,-1.35,118,9.614187433
10704,669,27999,27,0,0,0,-4.25,0.43,8.49,-1,-0.26,-1.39,119,9.504078072
10783,670,27998,27,0,0,0,-4.21,0.46,8.61,-0.9,-0.16,-1.44,120,9.595196715
10949,670,27991,27,0,0,0,-4.33,0.46,8.59,-1.12,-0.38,-1.31,121,9.630607457
11030,670,27997,27,0,0,0,-4.33,0.47,8.75,-1.01,-0.3,-1.43,122,9.774062615
11111,670,27998,27,0,0,0,-4.22,0.46,8.59,-0.88,-0.32,-1.4,123,9.581654346
11190,670,27995,27,0,0,0,-4.2,0.44,8.62,-0.93,-0.09,-1.42,124,9.598854098
11268,670,27996,27,0,0,0,-4.3,0.47,8.64,-0.89,-0.35,-1.24,125,9.662323737
11345,670,27993,27,0,0,0,-4.28,0.47,8.65,-1.05,-0.08,-1.33,126,9.662391008
11424,669,28001,27,0,0,0,-4.26,0.52,8.57,-1.14,-0.38,-1.27,127,9.584513551
11502,670,27997,27,0,0,0,-4.25,0.47,8.59,-0.92,-0.12,-1.54,128,9.595389518
11580,670,27995,27,0,0,0,-4.25,0.41,8.6,-0.9,-0.19,-1.31,129,9.601593618
11659,670,27995,27,0,0,0,-4.3,0.48,8.61,-1.01,-0.44,-1.37,130,9.636000208
11737,669,27996,27,0,0,0,-4.3,0.5,8.66,-1.09,-0.47,-1.34,131,9.681714724
11820,669,27996,27,0,0,0,-4.29,0.38,8.57,-0.97,-0.47,-1.21,132,9.591318992
11985,669,27996,27,0,0,0,-4.29,0.43,8.57,-0.95,-0.5,-1.24,133,9.593430044
12066,669,27995,27,0,0,0,-4.19,0.43,8.63,-0.77,-0.54,-1.38,134,9.603015152
12144,669,28003,27,0,0,0,-4.24,0.5,8.51,-1.19,-0.22,-1.24,135,9.52090857
12223,670,27994,27,0,0,0,-4.23,0.46,8.65,-1.08,-0.39,-1.38,136,9.639865144
12301,670,27994,27,0,0,0,-4.26,0.48,8.59,-1.15,-0.28,-1.19,137,9.600317703
12379,669,27992,27,0,0,0,-4.32,0.44,8.57,-1.05,-0.1,-1.25,138,9.607335739
12457,669,27990,27,0,0,0,-4.34,0.48,8.57,-1.13,-0.11,-1.31,139,9.618258678
12548,669,28002,27,0,0,0,-4.26,0.45,8.69,-1.09,-0.17,-1.22,140,9.688457049
12625,669,27992,27,0,0,0,-4.22,0.46,8.51,-1.16,-0.29,-1.42,141,9.51
12704,669,27998,27,0,0,0,-4.22,0.46,8.6,-1.11,-0.04,-1.26,142,9.590620418
12782,669,27997,27,0,0,0,-4.23,0.4,8.55,-1,-0.34,-1.34,143,9.547533713
12860,669,28003,27,0,0,0,-4.24,0.46,8.67,-0.95,-0.08,-1.18,144,9.662199543
13027,669,28000,27,0,0,0,-4.24,0.47,8.59,-1.02,-0.21,-1.39,145,9.590964498
13107,669,27992,27,0,0,0,-4.26,0.43,8.65,-0.84,-0.14,-1.3,146,9.651683791
13186,670,28000,27,0,0,0,-4.34,0.5,8.61,-0.93,-0.31,-1.41,147,9.654931382
13263,669,27993,27,0,0,0,-4.29,0.44,8.57,-1.05,-0.4,-1.17,148,9.593883468
13345,670,27995,27,0,0,0,-4.29,0.45,8.54,-1.05,-0.41,-1.44,149,9.567559772
13423,670,27993,27,0,0,0,-4.3,0.4,8.65,-0.92,-0.33,-1.4,150,9.668117707
13501,669,27990,27,0,0,0,-4.3,0.45,8.64,-0.91,-0.39,-1.27,151,9.661371538
13580,670,27989,27,0,0,0,-4.22,0.46,8.56,-0.95,-0.57,-1.29,152,9.554768443
13658,670,27993,27,0,0,0,-4.28,0.48,8.7,-1.02,-0.11,-1.39,153,9.707667073
13735,670,27993,27,0,0,0,-4.33,0.49,8.61,-1.19,-0.34,-1.33,154,9.649927461
13814,670,27998,27,0,0,0,-4.34,0.46,8.62,-0.94,-0.6,-1.31,155,9.661863174
13892,670,27993,27,0,0,0,-4.3,0.49,8.6,-0.84,-0.09,-1.28,156,9.627569787
14061,670,27987,27,0,0,0,-4.26,0.53,8.67,-1.07,-0.02,-1.44,157,9.674574926
14142,670,27993,27,0,0,0,-4.31,0.51,8.59,-0.95,-0.47,-1.31,158,9.624151911
14221,670,27984,27,0,0,0,-4.27,0.52,8.63,-1.01,-0.55,-1.44,159,9.642624124
14299,670,27990,27,0,0,0,-4.27,0.45,8.53,-0.94,-0.29,-1.38,160,9.549675387
14376,670,27995,27,0,0,0,-4.32,0.47,8.66,-1,-0.3,-1.32,161,9.689112446
14455,670,27994,27,0,0,0,-4.33,0.44,8.63,-1,-0.37,-1.38,162,9.665371178
14533,670,27995,27,0,0,0,-4.23,0.44,8.73,-1.21,-0.26,-1.34,163,9.710787816
14611,670,27991,27,0,0,0,-4.3,0.5,8.67,-1.09,-0.41,-1.31,164,9.690660452
14690,670,27993,27,0,0,0,-4.29,0.44,8.58,-1.05,-0.49,-1.29,165,9.602817295
14771,670,27997,27,0,0,0,-4.24,0.43,8.6,-1,-0.28,-1.37,166,9.598046676
14850,670,27989,27,0,0,0,-4.29,0.46,8.6,-1.05,-0.18,-1.34,167,9.621626682
14927,670,27984,27,0,0,0,-4.24,0.44,8.55,-1.05,-0.26,-1.32,168,9.553727021
15093,671,27979,27,0,0,0,-4.23,0.51,8.66,-0.76,-0.33,-1.35,169,9.651352237
15174,671,27980,27,0,0,0,-4.22,0.46,8.67,-1.04,-0.34,-1.4,170,9.653439801
15252,671,27975,27,0,0,0,-4.29,0.46,8.66,-0.82,-0.33,-1.4,171,9.675293277
15331,671,27982,27,0,0,0,-4.33,0.42,8.63,-1.03,-0.24,-1.37,172,9.664481362
15409,671,27980,27,0,0,0,-4.28,0.46,8.63,-0.85,-0.3,-1.2,173,9.644008503
15491,671,27978,27,0,0,0,-4.31,0.47,8.52,-0.81,-0.55,-1.5,174,9.559675727
15568,671,27984,27,0,0,0,-4.25,0.5,8.48,-0.94,-0.53,-1.28,175,9.498573577
15646,670,27991,27,0,0,0,-4.25,0.46,8.63,-0.93,-0.54,-1.25,176,9.630732059
15725,670,27988,27,0,0,0,-4.28,0.45,8.59,-1.15,-0.27,-1.28,177,9.607757283
15803,670,27988,27,0,0,0,-4.21,0.44,8.7,-1.05,-0.08,-1.31,178,9.675107235
15881,670,27991,27,0,0,0,-4.26,0.47,8.56,-1.07,-0.31,-1.31,179,9.572988039
15960,671,27984,27,0,0,0,-4.22,0.46,8.66,-1.03,-0.19,-1.29,180,9.644459549
16125,671,27984,27,0,0,0,-4.2,0.47,8.68,-0.93,-0.28,-1.27,181,9.654185621
16206,671,27980,27,0,0,0,-4.23,0.45,8.65,-1.06,-0.08,-1.46,182,9.639393134
16287,670,27996,27,0,0,0,-4.27,0.51,8.61,-0.94,-0.55,-1.47,183,9.624193473
16366,670,27992,27,0,0,0,-4.18,0.51,8.62,-1.02,-0.17,-1.33,184,9.593586399
16444,670,27986,27,0,0,0,-4.26,0.45,8.63,-1.01,-0.27,-1.31,185,9.634676954
16522,670,27991,27,0,0,0,-4.26,0.46,8.66,-0.96,-0.43,-1.38,186,9.662028772
16601,670,27979,27,0,0,0,-4.28,0.45,8.7,-0.94,-0.27,-1.27,187,9.706229958
16678,671,27980,27,0,0,0,-4.3,0.45,8.68,-1.01,-0.03,-1.37,188,9.697159378
16756,671,27982,27,0,0,0,-4.24,0.44,8.65,-0.95,-0.24,-1.3,189,9.643324116
16835,671,27987,27,0,0,0,-4.27,0.5,8.56,-0.92,-0.34,-1.43,190,9.578961322
16913,670,27980,27,0,0,0,-4.25,0.46,8.61,-1.13,-0.4,-1.23,191,9.612814364
16995,671,27978,27,0,0,0,-4.27,0.47,8.67,-1.08,-0.14,-1.37,192,9.675882389
17161,671,27980,27,0,0,0,-4.32,0.51,8.63,-0.87,-0.77,-1.42,193,9.664336501
17242,671,27983,27,0,0,0,-4.33,0.45,8.64,-0.64,-1.58,-1.25,194,9.674760979
17319,671,27985,27,0,0,0,-4.22,0.42,8.72,-0.53,-0.58,-1.41,195,9.69655609
17397,670,27995,27,0,0,0,-4.23,0.5,8.62,-1.34,-0.26,-1.12,196,9.614951898
17476,670,27995,27,0,0,0,-4.19,0.48,8.67,-0.95,-0.35,-1.42,197,9.641338081
17554,669,27994,27,0,0,0,-4.36,0.47,8.67,-0.98,-0.54,-1.32,198,9.715935364
17632,670,27996,27,0,0,0,-4.2,0.46,8.59,-1.19,-0.04,-1.41,199,9.572862686
17714,670,27997,27,0,0,0,-4.34,0.51,8.62,-0.95,-0.56,-1.25,200,9.664372716
17792,670,27986,27,0,0,0,-4.22,0.47,8.69,-0.96,-0.62,-1.3,201,9.671887096
17870,670,27988,27,0,0,0,-4.25,0.46,8.66,-0.74,-0.08,-1.31,202,9.657623931
17948,671,27987,27,0,0,0,-4.23,0.46,8.54,-1.07,-0.25,-1.38,203,9.541283981
18026,670,27988,27,0,0,0,-4.29,0.44,8.62,-1.08,-0.53,-1.25,204,9.638573546
18193,670,27984,27,0,0,0,-4.31,0.39,8.65,-0.88,-0.4,-1.3,205,9.672161082
18274,671,27987,27,0,0,0,-4.25,0.54,8.63,-1.06,-0.13,-1.46,206,9.634884535
18352,670,27992,27,0,0,0,-4.34,0.46,8.7,-1.07,-0.37,-1.27,207,9.733303653
18429,670,27990,27,0,0,0,-4.27,0.51,8.69,-0.99,0.04,-1.17,208,9.695829
18521,670,27985,27,0,0,0,-4.25,0.44,8.59,-0.99,-0.34,-1.19,209,9.593966854
18598,670,27986,27,0,0,0,-4.18,0.4,8.59,-1.06,-0.21,-1.19,210,9.5614068
18676,670,27988,27,0,0,0,-4.18,0.48,8.53,-1.01,0.26,-1.41,211,9.511240718
18755,671,27981,27,0,0,0,-4.27,0.44,8.67,-0.98,-0.56,-1.39,212,9.674471562
18833,671,27986,27,0,0,0,-4.32,0.5,8.67,-1.34,0.4,-1.4,213,9.699551536
18912,671,27988,27,0,0,0,-4.22,0.45,8.64,-1.16,-1.07,-1.37,214,9.626032412
18990,671,27979,27,0,0,0,-4.29,0.48,8.55,-1.06,-0.11,-1.47,215,9.577943412
19067,671,27982,27,0,0,0,-4.24,0.47,8.65,-0.64,0.05,-1.5,216,9.644739499
19237,671,27978,27,0,0,0,-4.21,0.51,8.67,-1.34,-0.15,-1.27,217,9.651585362
19317,671,27986,27,0,0,0,-4.28,0.5,8.62,-1.19,-0.6,-1.4,218,9.637053492
19396,671,27985,27,0,0,0,-4.29,0.47,8.66,-1.17,-0.05,-1.4,219,9.675773871
19474,670,27982,27,0,0,0,-4.17,0.46,8.64,-0.88,-0.56,-1.34,220,9.604691562
19552,671,27986,27,0,0,0,-4.23,0.48,8.53,-0.98,-0.25,-1.35,221,9.533320513
19631,671,27987,27,0,0,0,-4.27,0.45,8.68,-0.92,-0.27,-1.31,222,9.683893845
19708,670,27984,27,0,0,0,-4.22,0.47,8.65,-1.1,-0.34,-1.37,223,9.635963885
19787,670,27986,27,0,0,0,-4.25,0.41,8.63,-1.02,-0.27,-1.14,224,9.628473399
19865,670,27987,27,0,0,0,-4.27,0.46,8.54,-0.97,-0.3,-1.3,225,9.559084684
19946,670,27994,27,0,0,0,-4.23,0.43,8.61,-0.9,-0.4,-1.37,226,9.602598607
20025,670,27992,27,0,0,0,-4.26,0.48,8.7,-1.03,-0.34,-1.47,227,9.698865913
20103,670,27995,27,0,0,0,-4.23,0.46,8.63,-0.94,-0.25,-1.29,228,9.621922885
20269,669,27997,27,0,0,0,-4.22,0.53,8.64,-0.89,-0.42,-1.44,229,9.630103842
20349,670,27997,27,0,0,0,-4.14,0.47,8.58,-1.09,-0.24,-1.29,230,9.538181168
20427,670,27987,27,0,0,0,-4.24,0.43,8.67,-0.84,-0.27,-1.11,231,9.660817771
20506,670,27991,27,0,0,0,-4.28,0.49,8.63,-0.94,0.27,-1.46,232,9.645485991
20584,670,27986,27,0,0,0,-4.27,0.44,8.66,-0.98,-0.79,-1.19,233,9.66551085
20666,670,27988,27,0,0,0,-4.31,0.43,8.59,-1,-0.11,-1.48,234,9.62024428
20744,670,27982,27,0,0,0,-4.17,0.51,8.52,-0.88,-0.7,-1.3,235,9.499442089
20822,671,27981,27,0,0,0,-4.3,0.43,8.45,-1.1,-0.15,-1.22,236,9.490911442
20900,671,27977,27,0,0,0,-4.2,0.47,8.69,-0.98,-0.37,-1.27,237,9.663177531
20978,671,27985,27,0,0,0,-4.3,0.45,8.57,-1.15,0.11,-1.5,238,9.598822844
21056,671,27986,27,0,0,0,-4.28,0.5,8.6,-1,-0.09,-1.39,239,9.619168363
21135,670,27983,27,0,0,0,-4.28,0.48,8.62,-0.9,-0.82,-1.24,240,9.63603653
21301,670,27982,27,0,0,0,-4.29,0.49,8.68,-0.65,-0.37,-1.2,241,9.694668638
21382,671,27976,27,0,0,0,-4.3,0.43,8.58,-1.18,0.08,-1.27,242,9.606836108
21463,671,27984,27,0,0,0,-4.22,0.46,8.66,-1.11,-0.44,-1.6,243,9.644459549
21541,671,27982,27,0,0,0,-4.35,0.51,8.6,-1.1,-0.42,-1.24,244,9.651041395
21619,671,27984,27,0,0,0,-4.18,0.45,8.6,-0.99,-0.08,-1.38,245,9.572611974
21697,671,27982,27,0,0,0,-4.29,0.48,8.59,-1.08,-0.6,-1.18,246,9.613667354
21776,671,27981,27,0,0,0,-4.25,0.47,8.66,-1.21,0.11,-1.42,247,9.658105404
21854,671,27980,27,0,0,0,-4.27,0.46,8.66,-0.87,-0.53,-1.25,248,9.666441951
21933,670,27986,27,0,0,0,-4.24,0.46,8.57,-1.06,-0.19,-1.6,249,9.572570188
22010,670,27986,27,0,0,0,-4.24,0.47,8.65,-0.89,-0.16,-1.28,250,9.644739499
22091,670,27988,27,0,0,0,-4.26,0.5,8.5,-0.89,-0.5,-1.39,251,9.520903318
22170,670,27986,27,0,0,0,-4.18,0.45,8.53,-1.1,-0.17,-1.53,252,9.509773919
22336,669,28001,27,0,0,0,-4.25,0.48,8.68,-0.91,-0.15,-1.43,253,9.67653347
22417,669,27997,27,0,0,0,-4.29,0.46,8.65,-0.93,-0.48,-1.21,254,9.666343673
22495,669,27991,27,0,0,0,-4.25,0.46,8.67,-1.09,-0.32,-1.37,255,9.666591954
22573,670,27984,27,0,0,0,-4.22,0.5,8.62,-1.13,-0.21,-1.41,256,9.610556696
22651,670,27989,27,0,0,0,-4.55,0.17,8.68,-1.15,0.02,-1.02,257,9.801724338
22729,670,27993,27,0,0,0,-4.12,0.46,8.65,-0.84,-0.51,-1.53,258,9.59210613
22808,670,27991,27,0,0,0,-4.35,0.46,8.7,-0.94,-0.15,-1.15,259,9.737766684
22889,670,27993,27,0,0,0,-4.25,0.53,8.68,-1.08,-0.11,-1.39,260,9.679142524
22967,670,27986,27,0,0,0,-4.27,0.49,8.57,-0.82,-0.56,-1.47,261,9.587382333
23046,670,27990,27,0,0,0,-4.16,0.45,8.59,-0.98,-0.14,-1.35,262,9.5549045
23123,670,27988,27,0,0,0,-4.31,0.52,8.65,-1,-0.04,-1.26,263,9.67827464
23201,670,27987,27,0,0,0,-4.22,0.48,8.67,-0.93,-0.92,-1.34,264,9.654413498
23368,670,27990,27,0,0,0,-4.23,0.49,8.55,-0.84,-0.21,-1.34,265,9.551727592
23448,670,27990,27,0,0,0,-4.25,0.46,8.61,-1.15,-0.06,-1.28,266,9.612814364
23527,670,27991,27,0,0,0,-4.25,0.44,8.64,-0.95,-0.56,-1.35,267,9.638760294
23608,670,27996,27,0,0,0,-4.19,0.42,8.64,-1.17,0.03,-1.39,268,9.611560747
23687,670,27998,27,0,0,0,-4.21,0.5,8.56,-1.02,-0.84,-1.21,269,9.552366199
