time,altitude,pressure,temperature,in-flight,ejection fired,backup fire,accel (x),accel (y),accel (z),rot.spd.xyz,,,,Acceleration
8536,30367,234,0,0,0,0,4.55,2.65,-8.48,-0.39,-1.22,-0.85,884,9.981753353
8696,30367,234,0,0,0,0,4.57,2.64,-8.48,-0.46,-1.08,-0.83,885,9.988238083
8774,30367,234,0,0,0,0,4.57,2.66,-8.4,-0.26,-0.64,-0.77,886,9.925749342
8850,30367,234,0,0,0,0,4.59,2.61,-8.48,-0.53,-1.06,-0.82,887,9.989524513
8929,30367,234,0,0,0,0,4.59,2.59,-8.57,-0.36,-0.42,-0.71,888,10.06086974
9004,30367,234,0,0,0,0,4.6,2.62,-8.46,-0.38,-1.58,-1.08,889,9.979779557
9079,30367,234,0,0,0,0,4.61,2.6,-8.51,-0.4,-0.51,-0.68,890,10.0215867
9155,30367,234,0,0,0,0,4.56,2.62,-8.52,-0.49,-1.15,-0.89,891,10.0124123
9230,30367,234,0,0,0,0,4.58,2.64,-8.53,-0.5,-0.28,-0.56,892,10.03528276
9306,30367,234,0,0,0,0,4.6,2.63,-8.5,-0.31,-0.4,-0.69,893,10.01633166
9381,30367,234,0,0,0,0,4.59,2.64,-8.39,-0.55,-0.92,-1.03,894,9.921179365
9456,30367,234,0,0,0,0,4.63,2.59,-8.53,-0.44,-0.83,-0.76,895,10.04519288
9544,30367,234,0,0,0,0,4.63,2.62,-8.48,-0.46,-0.98,-0.88,896,10.0105794
9620,30367,234,0,0,0,0,4.59,2.67,-8.41,-0.54,-0.56,-0.77,897,9.946109792
9781,30367,234,0,0,0,0,4.63,2.64,-8.52,-0.52,-1.07,-0.82,898,10.04972139
9859,30367,234,0,0,0,0,4.58,2.62,-8.5,-0.37,-1.15,-0.86,899,10.00453897
9933,30367,234,0,0,0,0,4.62,2.63,-8.61,-0.4,-0.79,-0.89,900,10.1189624
10009,30367,234,0,0,0,0,4.59,2.63,-8.55,-0.37,-0.83,-0.94,901,10.05422797
10085,30367,234,0,0,0,0,4.66,2.55,-8.45,-0.44,-1.21,-0.82,902,9.981011973
10160,30367,234,0,0,0,0,4.6,2.63,-8.49,-0.43,-0.6,-0.68,903,10.00784692
10235,30367,234,0,0,0,0,4.57,2.64,-8.49,-0.37,-1.24,-0.79,904,9.996729465
10314,30367,234,0,0,0,0,4.56,2.59,-8.4,-0.51,-1.17,-0.76,905,9.902610767
10389,30367,234,0,0,0,0,4.64,2.63,-8.45,-0.47,-1.24,-0.91,906,9.992447148
10465,30367,234,0,0,0,0,4.57,2.6,-8.46,-0.49,-0.47,-0.71,907,9.960747964
10541,30367,234,0,0,0,0,4.57,2.62,-8.46,-0.34,-0.89,-0.78,908,9.965987156
10616,30367,234,0,0,0,0,4.63,2.6,-8.42,-0.41,-0.63,-0.82,909,9.954561768
10691,30367,234,0,0,0,0,4.59,2.63,-8.49,-0.31,-1.05,-0.73,910,10.00325447
10852,30367,234,0,0,0,0,4.62,2.63,-8.44,-0.33,-0.27,-0.82,911,9.974713028
10930,30367,234,0,0,0,0,4.65,2.62,-8.52,-0.44,-1.11,-0.82,912,10.0537207
11005,30367,234,0,0,0,0,4.57,2.61,-8.43,-0.56,-0.94,-0.75,913,9.937902193
11084,30367,234,0,0,0,0,4.65,2.64,-8.44,-0.31,-0.9,-0.85,914,9.991281199
11159,30367,234,0,0,0,0,4.6,2.63,-8.43,-0.42,-0.79,-0.69,915,9.956997539
11235,30367,234,0,0,0,0,4.58,2.59,-8.45,-0.49,-0.8,-0.75,916,9.954245325
11311,30367,234,0,0,0,0,4.59,2.64,-8.42,-0.24,-0.95,-0.88,917,9.94656222
11385,30367,234,0,0,0,0,4.56,2.58,-8.41,-0.31,-1,-0.79,918,9.908486262
11461,30367,234,0,0,0,0,4.56,2.61,-8.46,-0.37,-0.56,-0.63,919,9.958780046
11537,30367,234,0,0,0,0,4.6,2.6,-8.41,-0.4,-0.98,-0.81,920,9.932174988
11613,30367,234,0,0,0,0,4.6,2.66,-8.43,-0.5,-1.2,-0.92,921,9.964963623
11691,30367,234,0,0,0,0,4.66,2.59,-8.5,-0.34,-0.85,-0.73,922,10.03362846
11766,30367,234,0,0,0,0,4.63,2.58,-8.39,-0.29,-0.64,-0.74,923,9.923981056
11927,30367,234,0,0,0,0,4.61,2.63,-8.48,-0.42,-1.11,-0.89,924,10.00396921
12005,30367,234,0,0,0,0,4.6,2.6,-8.43,-0.59,-0.64,-0.98,925,9.949115539
12081,30367,234,0,0,0,0,4.59,2.61,-8.44,-0.5,-0.93,-0.69,926,9.955591394
12156,30367,234,0,0,0,0,4.59,2.66,-8.47,-0.47,-0.85,-0.85,927,9.994228334
12231,30367,234,0,0,0,0,4.61,2.61,-8.54,-0.52,-0.9,-0.93,928,10.04966666
12307,30367,234,0,0,0,0,4.64,2.62,-8.44,-0.64,-0.94,-0.79,929,9.981362632
12383,30367,234,0,0,0,0,4.56,2.63,-8.42,-0.51,-0.62,-0.72,930,9.930100704
12461,30367,234,0,0,0,0,4.6,2.62,-8.41,-0.44,-1.4,-0.79,931,9.937429245
12536,30367,234,0,0,0,0,4.56,2.66,-8.45,-0.4,-0.54,-0.63,932,9.963518455
12612,30367,234,0,0,0,0,4.59,2.64,-8.4,-0.41,-1.02,-0.83,933,9.929637456
12687,30367,234,0,0,0,0,4.56,2.62,-8.45,-0.27,-0.57,-0.64,934,9.952914146
12763,30367,234,0,0,0,0,4.63,2.59,-8.52,-0.53,-1.08,-1.02,935,10.03670265
12838,30367,234,0,0,0,0,4.63,2.55,-8.38,-0.33,-0.82,-0.77,936,9.907764632
12999,30367,234,0,0,0,0,4.67,2.56,-8.44,-0.56,-0.53,-0.76,937,9.979784567
13077,30367,234,0,0,0,0,4.63,2.6,-8.44,-0.47,-0.75,-0.72,938,9.971484343
13153,30367,234,0,0,0,0,4.67,2.62,-8.39,-0.6,-1.08,-0.8,939,9.953160302
13231,30367,234,0,0,0,0,4.63,2.62,-8.52,-0.48,-1.02,-0.84,940,10.04448605
13306,30367,234,0,0,0,0,4.61,2.61,-8.49,-0.45,-0.97,-0.69,941,10.0072124
13382,30367,234,0,0,0,0,4.66,2.63,-8.44,-0.46,-1.19,-0.94,942,9.993302757
13457,30367,234,0,0,0,0,4.57,2.63,-8.46,-0.38,-0.68,-0.73,943,9.968620767
13533,30367,234,0,0,0,0,4.59,2.61,-8.43,-0.31,-1.12,-0.86,944,9.94711516
13608,30367,234,0,0,0,0,4.62,2.64,-8.52,-0.29,-1.21,-0.92,945,10.04511822
13683,30367,234,0,0,0,0,4.61,2.61,-8.54,-0.56,-0.9,-0.89,946,10.04966666
13759,30367,234,0,0,0,0,4.55,2.62,-8.38,-0.56,-0.77,-0.73,947,9.888948377
13835,30367,234,0,0,0,0,4.58,2.6,-8.48,-0.36,-1.01,-0.75,948,9.982324379
13914,30367,234,0,0,0,0,4.65,2.63,-8.41,-0.53,-0.85,-0.83,949,9.963307684
14074,30367,234,0,0,0,0,4.58,2.62,-8.52,-0.5,-1.28,-0.95,950,10.02153681
14152,30367,234,0,0,0,0,4.57,2.6,-8.5,-0.26,-0.42,-0.57,951,9.994743619
14227,30367,234,0,0,0,0,4.6,2.6,-8.4,-0.41,-1.4,-0.82,952,9.923708984
14303,30367,234,0,0,0,0,4.6,2.62,-8.55,-0.58,-0.28,-0.62,953,10.05618715
14379,30367,234,0,0,0,0,4.54,2.63,-8.47,-0.34,-1.62,-1.31,954,9.963403033
14453,30367,234,0,0,0,0,4.62,2.63,-8.47,-0.42,-1.58,-0.79,955,10.00011
14529,30367,234,0,0,0,0,4.56,2.65,-8.44,-0.56,-1.1,-0.81,956,9.952371577
14608,30367,234,0,0,0,0,4.61,2.6,-8.44,-0.29,-0.04,-0.62,957,9.962213609
14684,30367,234,0,0,0,0,4.62,2.66,-8.52,-0.5,-1.74,-0.94,958,10.05039303
14758,30367,234,0,0,0,0,4.62,2.65,-8.44,-0.37,-0.01,-0.63,959,9.98000501
14834,30367,234,0,0,0,0,4.59,2.59,-8.43,-0.42,-0.98,-0.85,960,9.941886139
14910,30367,234,0,0,0,0,4.62,2.62,-8.49,-0.3,-0.21,-0.44,961,10.01443458
14985,30367,234,0,0,0,0,4.65,2.63,-8.4,-0.52,-1.15,-0.91,962,9.954868156
15145,30367,234,0,0,0,0,4.62,2.67,-8.41,-0.34,-0.91,-0.75,963,9.95998996
15224,30367,234,0,0,0,0,4.57,2.63,-8.43,-0.44,-0.79,-0.76,964,9.943173538
15299,30367,234,0,0,0,0,4.59,2.66,-8.44,-0.53,-1.18,-0.95,965,9.968816379
15387,30367,234,0,0,0,0,4.56,2.63,-8.48,-0.39,-0.77,-0.73,966,9.981027001
15463,30367,234,0,0,0,0,4.55,2.64,-8.48,-0.31,-0.82,-0.95,967,9.979103166
15538,30367,234,0,0,0,0,4.56,2.63,-8.49,-0.39,-0.53,-0.79,968,9.989524513
15613,30367,234,0,0,0,0,4.57,2.63,-8.48,-0.24,-0.83,-0.8,969,9.985599631
15689,30367,234,0,0,0,0,4.61,2.57,-8.49,-0.34,-0.93,-0.77,970,9.996854505
15764,30367,234,0,0,0,0,4.57,2.63,-8.52,-0.34,-0.58,-0.7,971,10.01959081
15840,30367,234,0,0,0,0,4.62,2.6,-8.39,-0.5,-0.91,-0.96,972,9.924540292
15916,30367,234,0,0,0,0,4.56,2.61,-8.5,-0.54,-0.7,-0.71,973,9.992782395
15990,30367,234,0,0,0,0,4.63,2.71,-8.47,-0.44,-1.31,-0.91,974,10.02606104
16069,30367,234,0,0,0,0,4.64,2.62,-8.49,-0.39,-0.73,-0.69,975,10.02367697
16230,30367,234,0,0,0,0,4.6,2.66,-8.51,-0.42,-0.77,-0.72,976,10.03273143
16308,30367,234,0,0,0,0,4.59,2.66,-8.47,-0.39,-0.96,-0.84,977,9.994228334
16384,30367,234,0,0,0,0,4.59,2.58,-8.47,-0.46,-0.99,-0.69,978,9.97323418
16459,30367,234,0,0,0,0,4.59,2.67,-8.44,-0.49,-0.62,-0.61,979,9.971489357
16534,30367,234,0,0,0,0,4.6,2.6,-8.42,-0.53,-0.6,-0.66,980,9.940643842
16610,30367,234,0,0,0,0,4.64,2.63,-8.39,-0.35,-1.03,-0.73,981,9.941760407
16686,30367,234,0,0,0,0,4.62,2.65,-8.41,-0.49,-0.94,-0.73,982,9.954647156
16763,30367,234,0,0,0,0,4.6,2.61,-8.44,-0.4,-0.91,-0.89,983,9.960205821
16839,30367,234,0,0,0,0,4.67,2.62,-8.4,-0.45,-0.69,-0.72,984,9.961591238
16915,30367,234,0,0,0,0,4.62,2.63,-8.34,-0.4,-1.14,-0.78,985,9.890242666
16991,30367,234,0,0,0,0,4.58,2.61,-8.47,-0.37,-0.37,-0.61,986,9.976442252
17065,30367,234,0,0,0,0,4.6,2.61,-8.42,-0.62,-1.13,-0.99,987,9.943264052
17141,30367,234,0,0,0,0,4.64,2.66,-8.44,-0.44,-0.93,-0.85,988,9.991936749
17302,30367,234,0,0,0,0,4.61,2.61,-8.45,-0.43,-0.89,-0.97,989,9.973299354
17380,30367,234,0,0,0,0,4.62,2.64,-8.45,-0.47,-1.21,-0.88,990,9.985814939
17456,30367,234,0,0,0,0,4.57,2.65,-8.54,-0.55,-0.66,-0.59,991,10.04186238
17533,30367,234,0,0,0,0,4.66,2.53,-8.43,-0.56,-1.4,-0.91,992,9.958985892
17609,30367,234,0,0,0,0,4.57,2.68,-8.37,-0.41,-0.67,-0.89,993,9.905765998
17685,30367,234,0,0,0,0,4.62,2.63,-8.51,-0.53,-0.88,-0.87,994,10.03401216
17761,30367,234,0,0,0,0,4.61,2.64,-8.39,-0.46,-0.97,-0.89,995,9.930448127
17836,30367,234,0,0,0,0,4.56,2.59,-8.55,-0.42,-0.84,-0.68,996,10.03016451
17911,30367,234,0,0,0,0,4.65,2.62,-8.46,-0.56,-1.02,-0.79,997,10.00292457
17987,30367,234,0,0,0,0,4.57,2.62,-8.5,-0.69,-0.74,-0.65,998,9.999965
18062,30367,234,0,0,0,0,4.63,2.63,-8.45,-0.48,-0.99,-0.91,999,9.987807567
18138,30367,234,0,0,0,0,4.55,2.6,-8.49,-0.31,-0.76,-0.89,1000,9.977103788
18216,30367,234,0,0,0,0,4.61,2.62,-8.41,-0.43,-0.84,-0.89,1001,9.94206216
18377,30367,234,0,0,0,0,4.61,2.57,-8.46,-0.68,-0.84,-0.85,1002,9.971389071
18455,30367,234,0,0,0,0,4.51,2.62,-8.44,-0.53,-0.91,-0.79,1003,9.921597654
18531,30367,234,0,0,0,0,4.63,2.61,-8.5,-0.37,-0.91,-0.71,1004,10.02491895
18606,30367,234,0,0,0,0,4.66,2.66,-8.47,-0.31,-1.1,-0.83,1005,10.0265697
18681,30367,234,0,0,0,0,4.59,2.63,-8.47,-0.46,-0.65,-0.82,1006,9.986285596
18757,30367,234,0,0,0,0,4.64,2.63,-8.53,-0.47,-0.8,-0.82,1007,10.06018887
18832,30367,234,0,0,0,0,4.63,2.64,-8.48,-0.34,-0.96,-0.86,1008,10.01583247
18911,30367,234,0,0,0,0,4.57,2.65,-8.5,-0.37,-0.63,-0.78,1009,10.00786691
18987,30367,234,0,0,0,0,4.58,2.63,-8.48,-0.51,-0.83,-0.79,1010,9.990180179
19061,30367,234,0,0,0,0,4.65,2.64,-8.45,-0.42,-0.82,-0.95,1011,9.999729996
19137,30367,234,0,0,0,0,4.54,2.58,-8.5,-0.48,-0.76,-0.85,1012,9.975870889
19213,30367,234,0,0,0,0,4.62,2.63,-8.52,-0.4,-0.95,-0.82,1013,10.04249471
19288,30367,234,0,0,0,0,4.51,2.61,-8.55,-0.42,-0.75,-0.95,1014,10.0127269
19449,30367,234,0,0,0,0,4.63,2.65,-8.48,-0.52,-0.76,-0.78,1015,10.01847294
19527,30367,234,0,0,0,0,4.56,2.62,-8.44,-0.6,-0.99,-0.89,1016,9.944425574
19603,30367,234,0,0,0,0,4.58,2.66,-8.4,-0.48,-0.98,-0.94,1017,9.930357496
19683,30367,234,0,0,0,0,4.7,2.55,-8.43,-0.47,-1.03,-0.98,1018,9.982855303
19759,30367,234,0,0,0,0,4.55,2.66,-8.53,-0.5,-1.08,-0.77,1019,10.02691378
19833,30367,234,0,0,0,0,4.56,2.67,-8.47,-0.61,-0.91,-0.84,1020,9.983155814
19909,30367,234,0,0,0,0,4.54,2.61,-8.46,-0.47,-0.75,-0.7,1021,9.949638184
19985,30367,234,0,0,0,0,4.58,2.57,-8.47,-0.5,-1,-0.93,1022,9.966052378
20060,30367,234,0,0,0,0,4.61,2.63,-8.47,-0.36,-0.89,-0.78,1023,9.995493985
20135,30367,234,0,0,0,0,4.63,2.62,-8.46,-0.4,-0.78,-0.79,1024,9.993642979
20211,30367,234,0,0,0,0,4.61,2.66,-8.47,-0.46,-0.95,-0.71,1025,10.00342941
20286,30367,234,0,0,0,0,4.6,2.62,-8.46,-0.36,-0.86,-0.79,1026,9.979779557
20366,30367,234,0,0,0,0,4.57,2.64,-8.55,-0.39,-0.84,-0.91,1027,10.04773606
20527,30367,234,0,0,0,0,4.54,2.7,-8.55,-0.45,-1.37,-1.07,1028,10.0500796
20605,30367,234,0,0,0,0,4.58,2.63,-8.35,-0.35,-0.86,-0.86,1029,9.88007085
20680,30367,234,0,0,0,0,4.57,2.62,-8.43,-0.5,-0.69,-0.71,1030,9.940533185
20756,30367,234,0,0,0,0,4.57,2.62,-8.47,-0.44,-1.04,-1.03,1031,9.97447743
20832,30367,234,0,0,0,0,4.64,2.61,-8.42,-0.62,-0.57,-0.78,1032,9.961832161
20907,30367,234,0,0,0,0,4.61,2.62,-8.5,-0.4,-1.08,-0.95,1033,10.01830824
20982,30367,234,0,0,0,0,4.56,2.62,-8.5,-0.36,-0.93,-0.87,1034,9.995398942
21070,30367,234,0,0,0,0,4.59,2.62,-8.5,-0.37,-0.83,-0.64,1035,10.00912084
21145,30367,234,0,0,0,0,4.61,2.66,-8.35,-0.37,-1.15,-0.82,1036,9.902030095
21221,30367,234,0,0,0,0,4.57,2.6,-8.49,-0.4,-0.98,-0.87,1037,9.986240534
21297,30367,234,0,0,0,0,4.6,2.68,-8.51,-0.43,-1.11,-0.9,1038,10.0380526
21371,30367,234,0,0,0,0,4.57,2.64,-8.42,-0.46,-0.14,-0.64,1039,9.937348741
21447,30367,234,0,0,0,0,4.61,2.62,-8.55,-0.62,-1.27,-0.88,1040,10.06076538
21608,30367,234,0,0,0,0,4.61,2.63,-8.5,-0.5,-0.85,-0.82,1041,10.0209281
21686,30367,234,0,0,0,0,4.67,2.64,-8.51,-0.42,-0.76,-0.92,1042,10.05975149
21762,30367,234,0,0,0,0,4.62,2.63,-8.42,-0.47,-0.77,-0.79,1043,9.957795941
21840,30367,234,0,0,0,0,4.56,2.61,-8.38,-0.52,-0.62,-0.56,1044,9.890909968
21915,30367,234,0,0,0,0,4.59,2.62,-8.5,-0.49,-0.87,-0.82,1045,10.00912084
21991,30367,234,0,0,0,0,4.58,2.63,-8.4,-0.51,-0.63,-0.8,1046,9.92236363
22067,30367,234,0,0,0,0,4.57,2.65,-8.41,-0.5,-1.21,-0.81,1047,9.931540666
22141,30367,234,0,0,0,0,4.61,2.66,-8.46,-0.49,-0.58,-0.66,1048,9.994963732
22217,30367,234,0,0,0,0,4.59,2.6,-8.47,-0.47,-0.98,-0.76,1049,9.97842673
22293,30367,234,0,0,0,0,4.54,2.64,-8.49,-0.31,-1,-0.94,1050,9.983050636
22368,30367,234,0,0,0,0,4.55,2.64,-8.5,-0.6,-0.89,-0.73,1051,9.996104241
22444,30367,234,0,0,0,0,4.6,2.6,-8.42,-0.37,-0.74,-0.86,1052,9.940643842
22522,30367,234,0,0,0,0,4.56,2.6,-8.43,-0.56,-0.98,-0.73,1053,9.93068477
22683,30367,234,0,0,0,0,4.61,2.64,-8.48,-0.48,-0.95,-0.79,1054,10.00660282
22761,30367,234,0,0,0,0,4.57,2.61,-8.44,-0.27,-1,-0.85,1055,9.946386278
22837,30367,234,0,0,0,0,4.59,2.63,-8.5,-0.56,-0.7,-0.73,1056,10.0117431
22912,30367,234,0,0,0,0,4.58,2.57,-8.47,-0.44,-1.05,-0.66,1057,9.966052378
22987,30367,234,0,0,0,0,4.62,2.65,-8.48,-0.57,-0.78,-0.83,1058,10.0138554
23063,30367,234,0,0,0,0,4.56,2.63,-8.44,-0.49,-0.98,-0.67,1059,9.947064894
23138,30367,234,0,0,0,0,4.56,2.65,-8.43,-0.5,-0.95,-0.82,1060,9.943892598
23217,30367,234,0,0,0,0,4.58,2.6,-8.46,-0.49,-0.64,-0.73,1061,9.965339934
23292,30367,234,0,0,0,0,4.58,2.61,-8.42,-0.54,-0.89,-0.93,1062,9.934027381
23367,30367,234,0,0,0,0,4.52,2.61,-8.45,-0.49,-0.62,-0.58,1063,9.932018929
23443,30367,234,0,0,0,0,4.56,2.68,-8.4,-0.49,-1.06,-0.87,1064,9.926530109
23519,30367,234,0,0,0,0,4.63,2.6,-8.47,-0.54,-0.65,-0.84,1065,9.996889516
23595,30367,234,0,0,0,0,4.56,2.6,-8.45,-0.55,-0.9,-0.7,1066,9.947668068
23755,30367,234,0,0,0,0,4.6,2.6,-8.41,-0.51,-1.06,-0.92,1067,9.932174988
23833,30367,234,0,0,0,0,4.58,2.59,-8.37,-0.42,-1.08,-0.83,1068,9.886425036
23908,30367,234,0,0,0,0,4.67,2.6,-8.46,-0.49,-0.82,-0.98,1069,10.00702253
23987,30367,234,0,0,0,0,4.58,2.57,-8.43,-0.44,-0.82,-0.82,1070,9.932079339
24062,30367,234,0,0,0,0,4.6,2.64,-8.4,-0.56,-0.9,-0.69,1071,9.934263939
24137,30367,234,0,0,0,0,4.62,2.65,-8.43,-0.37,-0.92,-0.78,1072,9.971549529
24213,30367,234,0,0,0,0,4.63,2.69,-8.47,-0.47,-1.15,-0.98,1073,10.02067363
24289,30367,234,0,0,0,0,4.58,2.66,-8.46,-0.46,-0.71,-0.75,1074,9.981162257
24365,30367,234,0,0,0,0,4.61,2.62,-8.42,-0.42,-1.08,-1.04,1075,9.950522599
24439,30367,234,0,0,0,0,4.6,2.56,-8.51,-0.53,-0.78,-0.89,1076,10.00668277
24515,30367,234,0,0,0,0,4.56,2.6,-8.46,-0.42,-0.63,-0.89,1077,9.95616392
24591,30367,234,0,0,0,0,4.54,2.61,-8.44,-0.34,-1.02,-0.83,1078,9.932638119
24669,30367,234,0,0,0,0,4.6,2.63,-8.41,-0.43,-1.16,-0.97,1079,9.940070422
24829,30367,234,0,0,0,0,4.61,2.63,-8.44,-0.6,-0.93,-0.83,1080,9.970085255
24907,30367,234,0,0,0,0,4.57,2.65,-8.37,-0.34,-0.63,-1.06,1081,9.89769165
24983,30367,234,0,0,0,0,4.56,2.59,-8.46,-0.36,-0.95,-0.76,1082,9.953557153
25059,30367,234,0,0,0,0,4.54,2.62,-8.48,-0.4,-1.23,-0.69,1083,9.969272792
25135,30367,234,0,0,0,0,4.58,2.61,-8.5,-0.46,-0.85,-0.69,1084,10.00192481
25209,30367,234,0,0,0,0,4.56,2.64,-8.39,-0.49,-1.24,-0.99,1085,9.907335666
25285,30367,234,0,0,0,0,4.58,2.61,-8.47,-0.3,-0.39,-0.65,1086,9.976442252
25364,30367,234,0,0,0,0,4.64,2.62,-8.39,-0.39,-1.13,-0.89,1087,9.939119679
25439,30367,234,0,0,0,0,4.6,2.65,-8.41,-0.35,-0.63,-0.7,1088,9.945380837
25515,30367,234,0,0,0,0,4.6,2.63,-8.45,-0.4,-0.82,-0.76,1089,9.973936033
25590,30367,234,0,0,0,0,4.59,2.69,-8.48,-0.63,-0.72,-0.92,1090,10.01072425
25665,30367,234,0,0,0,0,4.58,2.65,-8.52,-0.51,-0.84,-0.85,1091,10.02942172
25741,30367,234,0,0,0,0,4.63,2.67,-8.44,-0.37,-1.24,-1.01,1092,9.989964965
25902,30367,234,0,0,0,0,4.57,2.68,-8.4,-0.4,-1.03,-1.04,1093,9.931127831
25979,30367,234,0,0,0,0,4.64,2.64,-8.49,-0.47,-0.94,-0.96,1094,10.02892317
26055,30367,234,0,0,0,0,4.62,2.63,-8.5,-0.52,-0.61,-0.73,1095,10.0255324
26134,30367,234,0,0,0,0,4.69,2.63,-8.41,-0.6,-1.63,-0.89,1096,9.98203887
26209,30367,234,0,0,0,0,4.59,2.66,-8.46,-0.52,-0.44,-0.69,1097,9.985754854
26285,30367,234,0,0,0,0,4.55,2.66,-8.48,-0.31,-1.42,-1.03,1098,9.984412852
26360,30367,234,0,0,0,0,4.64,2.59,-8.43,-0.35,-0.38,-0.54,1099,9.965068991
26435,30367,234,0,0,0,0,4.67,2.64,-8.46,-0.48,-1.1,-0.98,1100,10.01748971
26511,30367,234,0,0,0,0,4.59,2.67,-8.45,-0.53,-0.97,-0.94,1101,9.97995491
26587,30367,234,0,0,0,0,4.58,2.65,-8.43,-0.37,-1.03,-0.79,1102,9.953079925
26661,30367,234,0,0,0,0,4.59,2.63,-8.51,-0.46,-1.08,-0.92,1103,10.02023453
26737,30367,234,0,0,0,0,4.57,2.65,-8.45,-0.37,-0.67,-0.67,1104,9.965435264
26826,30367,234,0,0,0,0,4.57,2.69,-8.63,-0.46,-0.85,-0.93,1105,10.12906215
26988,30367,234,0,0,0,0,4.59,2.61,-8.44,-0.54,-0.82,-0.79,1106,9.955591394
27066,30367,234,0,0,0,0,4.61,2.6,-8.5,-0.42,-0.73,-0.63,1107,10.01309642
27141,30367,234,0,0,0,0,4.67,2.6,-8.45,-0.42,-1.47,-0.94,1108,9.998569898
27216,30367,234,0,0,0,0,4.56,2.59,-8.45,-0.52,-0.51,-0.78,1109,9.945059075
27292,30367,234,0,0,0,0,4.64,2.58,-8.48,-0.4,-0.97,-0.97,1110,10.00481884
27367,30367,234,0,0,0,0,4.62,2.61,-8.49,-0.41,-1.1,-0.65,1111,10.01182301
27443,30367,234,0,0,0,0,4.56,2.6,-8.53,-0.51,-0.73,-0.71,1112,10.01571266
27522,30367,234,0,0,0,0,4.66,2.62,-8.44,-0.47,-1.23,-0.98,1113,9.990675653
27597,30367,234,0,0,0,0,4.66,2.59,-8.45,-0.51,-0.83,-0.94,1114,9.991306221
27672,30367,234,0,0,0,0,4.6,2.63,-8.55,-0.42,-0.82,-0.69,1115,10.05879714
27748,30367,234,0,0,0,0,4.68,2.63,-8.54,-0.62,-1.13,-1.08,1116,10.08716511
27824,30367,234,0,0,0,0,4.63,2.62,-8.45,-0.36,-0.78,-0.79,1117,9.985179017
27898,30367,234,0,0,0,0,4.61,2.62,-8.39,-0.45,-0.19,-0.66,1118,9.925149873
28059,30367,234,0,0,0,0,4.57,2.64,-8.44,-0.54,-0.11,-0.51,1119,9.954300578
28137,30367,234,0,0,0,0,4.59,2.56,-8.36,-0.51,-1.35,-1.09,1120,9.87478101
28213,30367,234,0,0,0,0,4.59,2.63,-8.48,-0.5,-0.38,-0.66,1121,9.994768632
28292,30367,234,0,0,0,0,4.59,2.64,-8.46,-0.24,-1.34,-1.11,1122,9.980445882
28367,30367,234,0,0,0,0,4.66,2.61,-8.46,-0.31,-0.6,-0.7,1123,10.00496377
28442,30367,234,0,0,0,0,4.56,2.6,-8.47,-0.47,-0.92,-0.69,1124,9.964662563
28518,30367,234,0,0,0,0,4.61,2.61,-8.45,-0.45,-1.05,-0.89,1125,9.973299354
28594,30367,234,0,0,0,0,4.58,2.62,-8.45,-0.31,-0.8,-0.82,1126,9.962093154
28668,30367,234,0,0,0,0,4.64,2.61,-8.45,-0.6,-1.2,-0.81,1127,9.98720181
28744,30367,234,0,0,0,0,4.55,2.62,-8.5,-0.24,-0.49,-0.62,1128,9.990840805
28820,30367,234,0,0,0,0,4.66,2.67,-8.4,-0.34,-0.95,-0.82,1129,9.97018054
28895,30367,234,0,0,0,0,4.62,2.62,-8.47,-0.55,-0.89,-0.8,1130,9.997484684
28974,30367,234,0,0,0,0,4.56,2.64,-8.44,-0.48,-0.98,-0.68,1131,9.949713564
29134,30367,234,0,0,0,0,4.56,2.69,-8.51,-0.43,-0.89,-0.89,1132,10.02246477
29212,30367,234,0,0,0,0,4.61,2.64,-8.47,-0.42,-0.61,-0.79,1133,9.998129825
29288,30367,234,0,0,0,0,4.64,2.62,-8.44,-0.47,-0.94,-1,1134,9.981362632
29364,30367,234,0,0,0,0,4.58,2.65,-8.46,-0.35,-1.02,-0.64,1135,9.978501892
29438,30367,234,0,0,0,0,4.57,2.56,-8.46,-0.36,-0.82,-0.92,1136,9.950381902
29514,30367,234,0,0,0,0,4.61,2.58,-8.5,-0.4,-0.74,-0.84,1137,10.00792186
29590,30367,234,0,0,0,0,4.63,2.65,-8.48,-0.53,-0.78,-0.73,1138,10.01847294
29668,30367,234,0,0,0,0,4.6,2.64,-8.49,-0.33,-0.95,-0.81,1139,10.01047951
29744,30367,234,0,0,0,0,4.65,2.64,-8.44,-0.62,-1.21,-0.89,1140,9.991281199
29819,30367,234,0,0,0,0,4.56,2.64,-8.45,-0.58,-0.71,-0.94,1141,9.958197628
29894,30367,234,0,0,0,0,4.55,2.59,-8.49,-0.46,-1.07,-0.89,1142,9.974502494
29970,30367,234,0,0,0,0,4.59,2.67,-8.39,-0.47,-0.53,-0.66,1143,9.929204399
30046,30367,234,0,0,0,0,4.57,2.57,-8.51,-0.46,-0.72,-0.82,1144,9.995493985
30206,30367,234,0,0,0,0,4.58,2.61,-8.47,-0.46,-1.03,-0.95,1145,9.976442252
30284,30367,234,0,0,0,0,4.58,2.62,-8.38,-0.4,-0.82,-0.84,1146,9.902787486
30360,30367,234,0,0,0,0,4.66,2.64,-8.49,-0.4,-0.62,-0.82,1147,10.03819207
30438,30367,234,0,0,0,0,4.65,2.63,-8.45,-0.47,-1.05,-0.8,1148,9.997094578
